Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Continuously mining distributed version control systems: an empirical study of how Linux uses Git,Empirical Software Engineering,,21,1,10.1007/s10664-014-9356-2,Daniel M. GermanBram AdamsAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-014-9356-2,Article
Development nature matters: An empirical study of code clones in JavaScript applications,Empirical Software Engineering,,21,2,10.1007/s10664-015-9368-6,Wai Ting CheungSukyoung RyuSunghun Kim,2016,http://link.springer.com/article/10.1007/s10664-015-9368-6,Article
Does the level of detail of UML diagrams affect the maintainability of source code?: a family of experiments,Empirical Software Engineering,,21,1,10.1007/s10664-014-9354-4,Ana M. Ferníçndez-SíçezMarcela GeneroDanilo CaivanoMichel R. V. Chaudron,2016,http://link.springer.com/article/10.1007/s10664-014-9354-4,Article
Empirical assessment of machine learning-based malware detectors for Android,Empirical Software Engineering,,21,1,10.1007/s10664-014-9352-6,Kevin AllixTegawendí© F. Bissyandí©Quentin Jí©romeJacques KleinRadu StateYves Le Traon,2016,http://link.springer.com/article/10.1007/s10664-014-9352-6,Article
Employing secure coding practices into industrial applications: a case study,Empirical Software Engineering,,21,1,10.1007/s10664-014-9341-9,Abdullah KhaliliAshkan SamiMahdi AzimiSara MoshtariZahra SalehiMahboobe GhiasiAli Akbar Safavi,2016,http://link.springer.com/article/10.1007/s10664-014-9341-9,Article
Evaluating the impact of design pattern and anti-pattern dependencies on changes and faults,Empirical Software Engineering,,21,3,10.1007/s10664-015-9361-0,Fehmi JaafarYann-Gaí‚l Guí©hí©neucSylvie HamelFoutse KhomhMohammad Zulkernine,2016,http://link.springer.com/article/10.1007/s10664-015-9361-0,Article
Experimentation with dynamic simulation models in software engineering: planning and reporting guidelines,Empirical Software Engineering,,21,3,10.1007/s10664-015-9386-4,Breno Bernard Nicolau de Franí_aGuilherme Horta Travassos,2016,http://link.springer.com/article/10.1007/s10664-015-9386-4,Article
Exploring the costs of technical debt management äóñ a case study,Empirical Software Engineering,,21,1,10.1007/s10664-014-9351-7,Yuepu GuoRodrigo Oliveira Spí_nolaCarolyn Seaman,2016,http://link.springer.com/article/10.1007/s10664-014-9351-7,Article
Foreword to the special issue on empirical evidence on software product line engineering,Empirical Software Engineering,,21,4,10.1007/s10664-016-9439-3,Ebrahim BagheriDavid BenavidesKlaus SchmidPer Runeson,2016,http://link.springer.com/article/10.1007/s10664-016-9439-3,Article
Fresh apps: an empirical study of frequently-updated mobile apps in the Google play store,Empirical Software Engineering,,21,3,10.1007/s10664-015-9388-2,Stuart McIlroyNasir AliAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9388-2,Article
From Aristotle to Ringelmann: a large-scale analysis of team productivity and coordination in Open Source Software projects,Empirical Software Engineering,,21,2,10.1007/s10664-015-9406-4,Ingo ScholtesPavlin MavrodievFrank Schweitzer,2016,http://link.springer.com/article/10.1007/s10664-015-9406-4,Article
Game of detections: how are security vulnerabilities discovered in the wild?,Empirical Software Engineering,,21,5,10.1007/s10664-015-9403-7,Munawar HafizMing Fang,2016,http://link.springer.com/article/10.1007/s10664-015-9403-7,Article
Improving bug management using correlations in crash reports,Empirical Software Engineering,,21,2,10.1007/s10664-014-9333-9,Shaohua WangFoutse KhomhYing Zou,2016,http://link.springer.com/article/10.1007/s10664-014-9333-9,Article
Improving the performance of OCL constraint solving with novel heuristics for logical operations: a search-based approach,Empirical Software Engineering,,21,6,10.1007/s10664-015-9392-6,Shaukat AliMuhammad Zohaib IqbalMaham KhalidAndrea Arcuri,2016,http://link.springer.com/article/10.1007/s10664-015-9392-6,Article
Inferring extended finite state machine models from software executions,Empirical Software Engineering,,21,3,10.1007/s10664-015-9367-7,Neil WalkinshawRamsay TaylorJohn Derrick,2016,http://link.springer.com/article/10.1007/s10664-015-9367-7,Article
Investigating technical and non-technical factors influencing modern code review,Empirical Software Engineering,,21,3,10.1007/s10664-015-9366-8,Olga BaysalOleksii KononenkoReid HolmesMichael W. Godfrey,2016,http://link.springer.com/article/10.1007/s10664-015-9366-8,Article
Large-scale information retrieval in software engineering - an experience report from industrial application,Empirical Software Engineering,,21,6,10.1007/s10664-015-9410-8,Michael UnterkalmsteinerTony GorschekRobert FeldtNiklas Lavesson,2016,http://link.springer.com/article/10.1007/s10664-015-9410-8,Article
Linguistic antipatterns: what they are and how developers perceive them,Empirical Software Engineering,,21,1,10.1007/s10664-014-9350-8,Venera ArnaoudovaMassimiliano Di PentaGiuliano Antoniol,2016,http://link.springer.com/article/10.1007/s10664-014-9350-8,Article
Mining architectural violations from version history,Empirical Software Engineering,,21,3,10.1007/s10664-014-9348-2,Cristiano MaffortMarco Tulio ValenteRicardo TerraMariza BigonhaNicolas AnquetilAndrí© Hora,2016,http://link.springer.com/article/10.1007/s10664-014-9348-2,Article
On the detection of custom memory allocators in C binaries,Empirical Software Engineering,,21,3,10.1007/s10664-015-9362-z,Xi ChenAsia SlowinskaHerbert Bos,2016,http://link.springer.com/article/10.1007/s10664-015-9362-z,Article
On the unreliability of bug severity data,Empirical Software Engineering,,21,6,10.1007/s10664-015-9409-1,Yuan TianNasir AliDavid LoAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9409-1,Article
On the use of many quality attributes for software refactoring: a many-objective search-based software engineering approach,Empirical Software Engineering,,21,6,10.1007/s10664-015-9414-4,Mohamed Wiem MkaouerMarouane KessentiniSlim BechikhMel íñ Cinní©ideKalyanmoy Deb,2016,http://link.springer.com/article/10.1007/s10664-015-9414-4,Article
Open innovation in software engineering: a systematic mapping study,Empirical Software Engineering,,21,2,10.1007/s10664-015-9380-x,Hussan MunirKrzysztof WnukPer Runeson,2016,http://link.springer.com/article/10.1007/s10664-015-9380-x,Article
Performance variability in software product lines: proposing theories from a case study,Empirical Software Engineering,,21,4,10.1007/s10664-014-9359-z,Varvana Myllí_rniemiJuha SavolainenMikko RaatikainenTomi Mí_nnistí_,2016,http://link.springer.com/article/10.1007/s10664-014-9359-z,Article
Perspectives on refactoring planning and practice: an empirical study,Empirical Software Engineering,,21,3,10.1007/s10664-015-9390-8,Jie ChenJunchao XiaoQing WangLeon J. OsterweilMingshu Li,2016,http://link.springer.com/article/10.1007/s10664-015-9390-8,Article
Preprocessor-based variability in open-source and industrial software systems: An empirical study,Empirical Software Engineering,,21,2,10.1007/s10664-015-9360-1,Claus HunsenBo ZhangJanet SiegmundChristian Kí_stnerOlaf LeíôenichMartin BeckerSven Apel,2016,http://link.springer.com/article/10.1007/s10664-015-9360-1,Article
Prompter,Empirical Software Engineering,,21,5,10.1007/s10664-015-9397-1,Luca PonzanelliGabriele BavotaMassimiliano Di PentaRocco OlivetoMichele Lanza,2016,http://link.springer.com/article/10.1007/s10664-015-9397-1,Article
Quantifying structural attributes of system decompositions in 28 feature-oriented software product lines,Empirical Software Engineering,,21,4,10.1007/s10664-014-9336-6,Stefan SobernigSven ApelSergiy KolesnikovNorbert Siegmund,2016,http://link.springer.com/article/10.1007/s10664-014-9336-6,Article
Scalable data structure detection and classification for C/C++ binaries,Empirical Software Engineering,,21,3,10.1007/s10664-015-9363-y,Istvan HallerAsia SlowinskaHerbert Bos,2016,http://link.springer.com/article/10.1007/s10664-015-9363-y,Article
Studying high impact fix-inducing changes,Empirical Software Engineering,,21,2,10.1007/s10664-015-9370-z,Ayse Tosun MisirliEmad ShihabYasukata Kamei,2016,http://link.springer.com/article/10.1007/s10664-015-9370-z,Article
Studying just-in-time defect prediction using cross-project models,Empirical Software Engineering,,21,5,10.1007/s10664-015-9400-x,Yasutaka KameiTakafumi FukushimaShane McIntoshKazuhiro YamashitaNaoyasu UbayashiAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9400-x,Article
Studying the needed effort for identifying duplicate issues,Empirical Software Engineering,,21,5,10.1007/s10664-015-9404-6,Mohamed Sami RakhaWeiyi ShangAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9404-6,Article
The effects of visualization and interaction techniques on feature model configuration,Empirical Software Engineering,,21,4,10.1007/s10664-014-9353-5,Mohsen AsadiSamaneh SoltaniDragan GaÅçeviÛˆMarek Hatala,2016,http://link.springer.com/article/10.1007/s10664-014-9353-5,Article
The impact of tangled code changes on defect prediction models,Empirical Software Engineering,,21,2,10.1007/s10664-015-9376-6,Kim HerzigSascha JustAndreas Zeller,2016,http://link.springer.com/article/10.1007/s10664-015-9376-6,Article
Towards building a universal defect prediction model with rank transformed predictors,Empirical Software Engineering,,21,5,10.1007/s10664-015-9396-2,Feng ZhangAudris MockusIman KeivanlooYing Zou,2016,http://link.springer.com/article/10.1007/s10664-015-9396-2,Article
Understanding and addressing exhibitionism in Java empirical research about method accessibility,Empirical Software Engineering,,21,2,10.1007/s10664-015-9365-9,Santiago A. VidalAlexandre BergelClaudia MarcosJ. Andrí©s Dí_az-Pace,2016,http://link.springer.com/article/10.1007/s10664-015-9365-9,Article
Using text clustering to predict defect resolution time: a conceptual replication and an evaluation of prediction accuracy,Empirical Software Engineering,,21,4,10.1007/s10664-015-9391-7,Saí¿d AssarMarkus BorgDietmar Pfahl,2016,http://link.springer.com/article/10.1007/s10664-015-9391-7,Article
Value-cognitive boosting with a support vector machine for cross-project defect prediction,Empirical Software Engineering,,21,1,10.1007/s10664-014-9346-4,Duksan RyuOkjoo ChoiJongmoon Baik,2016,http://link.springer.com/article/10.1007/s10664-014-9346-4,Article
Weighing lexical information for software clustering in the context of architecture recovery,Empirical Software Engineering,,21,1,10.1007/s10664-014-9347-3,Anna CorazzaSergio Di MartinoValerio MaggioGiuseppe Scanniello,2016,http://link.springer.com/article/10.1007/s10664-014-9347-3,Article
What are mobile developers asking about? A large scale study using stack overflow,Empirical Software Engineering,,21,3,10.1007/s10664-015-9379-3,Christoffer RosenEmad Shihab,2016,http://link.springer.com/article/10.1007/s10664-015-9379-3,Article
"What Java developers know about compatibility, and why this matters",Empirical Software Engineering,,21,3,10.1007/s10664-015-9389-1,Jens DietrichKamil JezekPremek Brada,2016,http://link.springer.com/article/10.1007/s10664-015-9389-1,Article
A correlation study between automated program repair and test-suite metrics,Empirical Software Engineering,,,,10.1007/s10664-017-9552-y,Jooyong YiShin Hwei TanSergey MechtaevMarcel Bí_hmeAbhik Roychoudhury,2017,http://link.springer.com/article/10.1007/s10664-017-9552-y,Article
A detailed investigation of the effectiveness of whole test suite generation,Empirical Software Engineering,,22,2,10.1007/s10664-015-9424-2,Josí© Miguel RojasMattia VivantiAndrea ArcuriGordon Fraser,2017,http://link.springer.com/article/10.1007/s10664-015-9424-2,Article
A large-scale study of architectural evolution in open-source software systems,Empirical Software Engineering,,22,3,10.1007/s10664-016-9466-0,Pooyan BehnamghaderDuc Minh LeJoshua GarciaDaniel LinkArman ShahbazianNenad Medvidovic,2017,http://link.springer.com/article/10.1007/s10664-016-9466-0,Article
A repository of Unix history and evolution,Empirical Software Engineering,,22,3,10.1007/s10664-016-9445-5,Diomidis Spinellis,2017,http://link.springer.com/article/10.1007/s10664-016-9445-5,Article
A robust multi-objective approach to balance severity and importance of refactoring opportunities,Empirical Software Engineering,,22,2,10.1007/s10664-016-9426-8,Mohamed Wiem MkaouerMarouane KessentiniMel íñ Cinní©ideShinpei HayashiKalyanmoy Deb,2017,http://link.springer.com/article/10.1007/s10664-016-9426-8,Article
A stability assessment of solution adaptation techniques for analogy-based software effort estimation,Empirical Software Engineering,,22,1,10.1007/s10664-016-9434-8,Passakorn PhannachittaJacky KeungAkito MondenKenichi Matsumoto,2017,http://link.springer.com/article/10.1007/s10664-016-9434-8,Article
A study of the relation of mobile device attributes with the user-perceived quality of Android apps,Empirical Software Engineering,,22,6,10.1007/s10664-017-9507-3,Ehsan NoeiMark D. SyerYing ZouAhmed E. HassanIman Keivanloo,2017,http://link.springer.com/article/10.1007/s10664-017-9507-3,Article
äóìFailuresäóù to be celebrated: an analysis of major pivots of software startups,Empirical Software Engineering,,22,5,10.1007/s10664-016-9458-0,Sohaib Shahid BajwaXiaofeng WangAnh Nguyen DucPekka Abrahamsson,2017,http://link.springer.com/article/10.1007/s10664-016-9458-0,Article
"Achieving traceability in large scale continuous integration and delivery deployment, usage and validation of the eiffel framework",Empirical Software Engineering,,22,3,10.1007/s10664-016-9457-1,Daniel Stí«hlKristofer Hallí©nJan Bosch,2017,http://link.springer.com/article/10.1007/s10664-016-9457-1,Article
An empirical study for software change prediction using imbalanced data,Empirical Software Engineering,,22,6,10.1007/s10664-016-9488-7,Ruchika MalhotraMegha Khanna,2017,http://link.springer.com/article/10.1007/s10664-016-9488-7,Article
An empirical study of emergency updates for top android mobile apps,Empirical Software Engineering,,22,1,10.1007/s10664-016-9435-7,Safwat HassanWeiyi ShangAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-016-9435-7,Article
An empirical study of supplementary patches in open source projects,Empirical Software Engineering,,22,1,10.1007/s10664-016-9432-x,Jihun ParkMiryung KimDoo-Hwan Bae,2017,http://link.springer.com/article/10.1007/s10664-016-9432-x,Article
An empirical study of unspecified dependencies in make-based build systems,Empirical Software Engineering,,22,6,10.1007/s10664-017-9510-8,Cor-Paul BezemerShane McIntoshBram AdamsDaniel M. GermanAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-017-9510-8,Article
An experimental search-based approach to cohesion metric evaluation,Empirical Software Engineering,,22,1,10.1007/s10664-016-9427-7,Mel íñ Cinní©ideIman Hemati MoghadamMark HarmanSteve CounsellLaurence Tratt,2017,http://link.springer.com/article/10.1007/s10664-016-9427-7,Article
An industry experiment on the effects of test-driven development on external quality and productivity,Empirical Software Engineering,,22,6,10.1007/s10664-016-9490-0,Ayse TosunOscar DiesteDavide FucciSira VegasBurak TurhanHakan ErdogmusAdrian SantosMarkku OivoKimmo ToroJanne JarvinenNatalia Juristo,2017,http://link.springer.com/article/10.1007/s10664-016-9490-0,Article
An initial analysis of software engineersäó» attitudes towards organizational change,Empirical Software Engineering,,22,4,10.1007/s10664-016-9482-0,Per LenbergLars Gí_ran Wallgren TengbergRobert Feldt,2017,http://link.springer.com/article/10.1007/s10664-016-9482-0,Article
Analysis of license inconsistency in large collections of open source projects,Empirical Software Engineering,,22,3,10.1007/s10664-016-9487-8,Yuhao WuYuki ManabeTetsuya KandaDaniel M. GermanKatsuro Inoue,2017,http://link.springer.com/article/10.1007/s10664-016-9487-8,Article
Appreciation to Empirical Software Engineering reviewers of 2016,Empirical Software Engineering,,22,1,10.1007/s10664-016-9495-8,,2017,http://link.springer.com/article/10.1007/s10664-016-9495-8,Article
Are delayed issues harder to resolve? Revisiting cost-to-fix of defects throughout the lifecycle,Empirical Software Engineering,,22,4,10.1007/s10664-016-9469-x,Tim MenziesWilliam NicholsForrest ShullLucas Layman,2017,http://link.springer.com/article/10.1007/s10664-016-9469-x,Article
Assessing the quality of industrial avionics software: an extensive empirical evaluation,Empirical Software Engineering,,22,4,10.1007/s10664-016-9440-x,Ji WuShaukat AliTao YueJie TianChao Liu,2017,http://link.springer.com/article/10.1007/s10664-016-9440-x,Article
Automated training-set creation for software architecture traceability problem,Empirical Software Engineering,,22,3,10.1007/s10664-016-9476-y,Waleed ZogaanIbrahim MujhidJoanna C. S. SantosDanielle GonzalezMehdi Mirakhorli,2017,http://link.springer.com/article/10.1007/s10664-016-9476-y,Article
Automatic repair of real bugs in java: a large-scale experiment on the defects4j dataset,Empirical Software Engineering,,22,4,10.1007/s10664-016-9470-4,Matias MartinezThomas DurieuxRomain SommerardJifeng XuanMartin Monperrus,2017,http://link.springer.com/article/10.1007/s10664-016-9470-4,Article
Case study on which relations to use for clustering-based software architecture recovery,Empirical Software Engineering,,22,4,10.1007/s10664-016-9459-z,Ioanna StavropoulouMarios GrigoriouKostas Kontogiannis,2017,http://link.springer.com/article/10.1007/s10664-016-9459-z,Article
ChangeLocator: locate crash-inducing changes based on crash reports,Empirical Software Engineering,,,,10.1007/s10664-017-9567-4,Rongxin WuMing WenShing-Chi CheungHongyu Zhang,2017,http://link.springer.com/article/10.1007/s10664-017-9567-4,Article
Characterizing logging practices in Java-based open source software projects äóñ a replication study in Apache Software Foundation,Empirical Software Engineering,,22,1,10.1007/s10664-016-9429-5,Boyuan ChenZhen Ming (Jack) Jiang,2017,http://link.springer.com/article/10.1007/s10664-016-9429-5,Article
Curating GitHub for engineered software projects,Empirical Software Engineering,,22,6,10.1007/s10664-017-9512-6,Nuthan MunaiahSteven KrohCraig CabreyMeiyappan Nagappan,2017,http://link.springer.com/article/10.1007/s10664-017-9512-6,Article
Data Transformation in Cross-project Defect Prediction,Empirical Software Engineering,,22,6,10.1007/s10664-017-9516-2,Feng ZhangIman KeivanlooYing Zou,2017,http://link.springer.com/article/10.1007/s10664-017-9516-2,Article
Defect propagation at the project-level: results and a post-hoc analysis on inspection efficiency,Empirical Software Engineering,,22,1,10.1007/s10664-015-9415-3,Padmal Vitharana,2017,http://link.springer.com/article/10.1007/s10664-015-9415-3,Article
Do automated program repair techniques repair hard and important bugs?,Empirical Software Engineering,,,,10.1007/s10664-017-9550-0,Manish MotwaniSandhya SankaranarayananRení© JustYuriy Brun,2017,http://link.springer.com/article/10.1007/s10664-017-9550-0,Article
Do bugs foreshadow vulnerabilities? An in-depth study of the chromium project,Empirical Software Engineering,,22,3,10.1007/s10664-016-9447-3,Nuthan MunaiahFelivel CamiloWesley WighamAndrew MeneelyMeiyappan Nagappan,2017,http://link.springer.com/article/10.1007/s10664-016-9447-3,Article
Do Programmers do Change Impact Analysis in Debugging?,Empirical Software Engineering,,22,2,10.1007/s10664-016-9441-9,Siyuan JiangCollin McMillanRaul Santelices,2017,http://link.springer.com/article/10.1007/s10664-016-9441-9,Article
Documenting and sharing software knowledge using screencasts,Empirical Software Engineering,,22,3,10.1007/s10664-017-9501-9,Laura MacLeodAndreas BergenMargaret-Anne Storey,2017,http://link.springer.com/article/10.1007/s10664-017-9501-9,Article
Effectiveness and efficiency of a domain-specific language for high-performance marine ecosystem simulation: a controlled experiment,Empirical Software Engineering,,22,4,10.1007/s10664-016-9483-z,Arne N. JohansonWilhelm Hasselbring,2017,http://link.springer.com/article/10.1007/s10664-016-9483-z,Article
Empirical evaluation of the effects of experience on code quality and programmer productivity: an exploratory study,Empirical Software Engineering,,22,5,10.1007/s10664-016-9471-3,Oscar DiesteAlejandrina M. ArandaFernando UyaguariBurak TurhanAyse TosunDavide FucciMarkku OivoNatalia Juristo,2017,http://link.springer.com/article/10.1007/s10664-016-9471-3,Article
Empirical studies in software and systems traceability,Empirical Software Engineering,,22,3,10.1007/s10664-017-9509-1,Patrick Mí_derRocco OlivettoAndrian Marcus,2017,http://link.springer.com/article/10.1007/s10664-017-9509-1,Article
Erratum to: Studying high impact fix-inducing changes,Empirical Software Engineering,,22,2,10.1007/s10664-016-9455-3,Ayse TosunEmad ShihabYasutaka Kamei,2017,http://link.springer.com/article/10.1007/s10664-016-9455-3,Article
Estimating the number of remaining links in traceability recovery,Empirical Software Engineering,,22,3,10.1007/s10664-016-9460-6,Davide FalessiMassimiliano Di PentaGerardo CanforaGiovanni Cantone,2017,http://link.springer.com/article/10.1007/s10664-016-9460-6,Article
"Evaluating code complexity triggers, use of complexity measures and the influence of code complexity on maintenance time",Empirical Software Engineering,,22,6,10.1007/s10664-017-9508-2,Vard AntinyanMiroslaw StaronAnna Sandberg,2017,http://link.springer.com/article/10.1007/s10664-017-9508-2,Article
Evolutionary trends of developer coordination: a network approach,Empirical Software Engineering,,22,4,10.1007/s10664-016-9478-9,Mitchell JoblinSven ApelWolfgang Mauerer,2017,http://link.springer.com/article/10.1007/s10664-016-9478-9,Article
Exception handling bug hazards in Android,Empirical Software Engineering,,22,3,10.1007/s10664-016-9443-7,Roberta CoelhoLucas AlmeidaGeorgios GousiosArie van DeursenChristoph Treude,2017,http://link.springer.com/article/10.1007/s10664-016-9443-7,Article
Extracting and analyzing time-series HCI data from screen-captured task videos,Empirical Software Engineering,,22,1,10.1007/s10664-015-9417-1,Lingfeng BaoJing LiZhenchang XingXinyu WangXin XiaBo Zhou,2017,http://link.springer.com/article/10.1007/s10664-015-9417-1,Article
Eye movements in software traceability link recovery,Empirical Software Engineering,,22,3,10.1007/s10664-016-9486-9,Bonita SharifJohn MeinkenTimothy ShafferHuzefa Kagdi,2017,http://link.springer.com/article/10.1007/s10664-016-9486-9,Article
Facilitating debugging of web applications through recording reduction,Empirical Software Engineering,,,,10.1007/s10664-017-9519-z,Mouna HammoudiAli AlakeelBrian BurgGigon BaeGregg Rothermel,2017,http://link.springer.com/article/10.1007/s10664-017-9519-z,Article
fine-GRAPE: fine-grained APi usage extractor äóñ an approach and dataset to investigate API usage,Empirical Software Engineering,,22,3,10.1007/s10664-016-9444-6,Anand Ashok SawantAlberto Bacchelli,2017,http://link.springer.com/article/10.1007/s10664-016-9444-6,Article
FOREPOST: finding performance problems automatically with feedback-directed learning software testing,Empirical Software Engineering,,22,1,10.1007/s10664-015-9413-5,Qi LuoAswathy NairMark GrechanikDenys Poshyvanyk,2017,http://link.springer.com/article/10.1007/s10664-015-9413-5,Article
Foreword to the special section on negative results in software engineering,Empirical Software Engineering,,22,5,10.1007/s10664-017-9498-0,Richard F. PaigeJordi CabotNeil A. Ernst,2017,http://link.springer.com/article/10.1007/s10664-017-9498-0,Article
"Fragile base-class problem, problem?",Empirical Software Engineering,,22,5,10.1007/s10664-016-9448-2,Aminata Sabaní©Yann-Gaí‚l Guí©hí©neucVenera ArnaoudovaGiuliano Antoniol,2017,http://link.springer.com/article/10.1007/s10664-016-9448-2,Article
Generating valid grammar-based test inputs by means of genetic programming and annotated grammars,Empirical Software Engineering,,22,2,10.1007/s10664-015-9422-4,Fitsum Meshesha KifetewRoberto TiellaPaolo Tonella,2017,http://link.springer.com/article/10.1007/s10664-015-9422-4,Article
Global vs. local models for cross-project defect prediction,Empirical Software Engineering,,22,4,10.1007/s10664-016-9468-y,Steffen HerboldAlexander TrautschJens Grabowski,2017,http://link.springer.com/article/10.1007/s10664-016-9468-y,Article
Group versus individual use of power-only EPMcreate as a creativity enhancement technique for requirements elicitation,Empirical Software Engineering,,22,4,10.1007/s10664-016-9475-z,Victoria SakhniniLuisa MichDaniel M. Berry,2017,http://link.springer.com/article/10.1007/s10664-016-9475-z,Article
How programmers read regular code: a controlled experiment using eye tracking,Empirical Software Engineering,,22,3,10.1007/s10664-016-9477-x,Ahmad JbaraDror G. Feitelson,2017,http://link.springer.com/article/10.1007/s10664-016-9477-x,Article
Identifying the implied: Findings from three differentiated replications on the use of security requirements templates,Empirical Software Engineering,,22,4,10.1007/s10664-016-9481-1,Maria RiazJason KingJohn SlankasLaurie WilliamsFabio MassacciChristian Quesada-Lí_pezMarcelo Jenkins,2017,http://link.springer.com/article/10.1007/s10664-016-9481-1,Article
Investigating the use of moving windows to improve software effort prediction: a replicated study,Empirical Software Engineering,,22,2,10.1007/s10664-016-9446-4,Chris LokanEmilia Mendes,2017,http://link.springer.com/article/10.1007/s10664-016-9446-4,Article
Learning to rank code examples for code search engines,Empirical Software Engineering,,22,1,10.1007/s10664-015-9421-5,Haoran NiuIman KeivanlooYing Zou,2017,http://link.springer.com/article/10.1007/s10664-015-9421-5,Article
License usage and changes: a large-scale study on gitHub,Empirical Software Engineering,,22,3,10.1007/s10664-016-9438-4,Christopher VendomeGabriele BavotaMassimiliano Di PentaMario Linares-VíçsquezDaniel GermanDenys Poshyvanyk,2017,http://link.springer.com/article/10.1007/s10664-016-9438-4,Article
Managing the requirements flow from strategy to release in large-scale agile development: a case study at Ericsson,Empirical Software Engineering,,22,6,10.1007/s10664-016-9491-z,Ville T. Heikkilí_Maria PaasivaaraCasper LassseniusDaniela DamianChristian Engblom,2017,http://link.springer.com/article/10.1007/s10664-016-9491-z,Article
Metric-based software reliability prediction approach and its application,Empirical Software Engineering,,22,4,10.1007/s10664-016-9425-9,Ying ShiMing LiSteven ArndtCarol Smidts,2017,http://link.springer.com/article/10.1007/s10664-016-9425-9,Article
Model comprehension for security risk assessment: an empirical comparison of tabular vs. graphical representations,Empirical Software Engineering,,22,6,10.1007/s10664-017-9502-8,Katsiaryna LabunetsFabio MassacciFederica PaciSabrina MarczakFlíçvio Moreira de Oliveira,2017,http://link.springer.com/article/10.1007/s10664-017-9502-8,Article
Multi-objective reverse engineering of variability-safe feature models based on code dependencies of system variants,Empirical Software Engineering,,22,4,10.1007/s10664-016-9462-4,Wesley K. G. Assuní_í£oRoberto E. Lopez-HerrejonLukas LinsbauerSilvia R. VergilioAlexander Egyed,2017,http://link.springer.com/article/10.1007/s10664-016-9462-4,Article
Naming the pain in requirements engineering,Empirical Software Engineering,,22,5,10.1007/s10664-016-9451-7,D. Mí©ndez FerníçndezS. WagnerM. KalinowskiM. FeldererP. MafraA. Vetrí_T. ConteM.-T. ChristianssonD. GreerC. LasseniusT. Mí_nnistí_M. NayabiM. OivoB. PenzenstadlerD. PfahlR. Prikladnicki,2017,http://link.springer.com/article/10.1007/s10664-016-9451-7,Article
Negative results for software effort estimation,Empirical Software Engineering,,22,5,10.1007/s10664-016-9472-2,Tim MenziesYe YangGeorge MathewBarry BoehmJairus Hihn,2017,http://link.springer.com/article/10.1007/s10664-016-9472-2,Article
On negative results when using sentiment analysis tools for software engineering research,Empirical Software Engineering,,22,5,10.1007/s10664-016-9493-x,Robbert JongelingProshanta SarkarSubhajit DattaAlexander Serebrenik,2017,http://link.springer.com/article/10.1007/s10664-016-9493-x,Article
On the correlation between size and metric validity,Empirical Software Engineering,,22,5,10.1007/s10664-017-9513-5,Yossi GilGal Lalouche,2017,http://link.springer.com/article/10.1007/s10664-017-9513-5,Article
On the long-term use of visual gui testing in industrial practice: a case study,Empirical Software Engineering,,22,6,10.1007/s10664-016-9497-6,Emil Alí©grothRobert Feldt,2017,http://link.springer.com/article/10.1007/s10664-016-9497-6,Article
On the pragmatic design of literature studies in software engineering: an experience-based guideline,Empirical Software Engineering,,22,6,10.1007/s10664-016-9492-y,Marco KuhrmannDaniel Mí©ndez FerníçndezMaya Daneva,2017,http://link.springer.com/article/10.1007/s10664-016-9492-y,Article
Pinpointing and repairing performance bottlenecks in concurrent programs,Empirical Software Engineering,,,,10.1007/s10664-017-9578-1,Tingting YuMichael Pradel,2017,http://link.springer.com/article/10.1007/s10664-017-9578-1,Article
Predicting the delay of issues with due dates in software projects,Empirical Software Engineering,,22,3,10.1007/s10664-016-9496-7,Morakot ChoetkiertikulHoa Khanh DamTruyen TranAditya Ghose,2017,http://link.springer.com/article/10.1007/s10664-016-9496-7,Article
Productivity paradoxes revisited,Empirical Software Engineering,,22,2,10.1007/s10664-016-9453-5,Carlos Henrique C. Duarte,2017,http://link.springer.com/article/10.1007/s10664-016-9453-5,Article
Ratersäó» reliability in clone benchmarks construction,Empirical Software Engineering,,22,1,10.1007/s10664-015-9419-z,Alan CharpentierJean-Rí©my FalleriFlorí©al MorandatElyas Ben Hadj YahiaLaurent Rí©veillíÂre,2017,http://link.springer.com/article/10.1007/s10664-015-9419-z,Article
Recurring opinions or productive improvementsäóîwhat agile teams actually discuss in retrospectives,Empirical Software Engineering,,22,5,10.1007/s10664-016-9464-2,Timo O. A. LehtinenJuha ItkonenCasper Lassenius,2017,http://link.springer.com/article/10.1007/s10664-016-9464-2,Article
Reengineering legacy applications into software product lines: a systematic mapping,Empirical Software Engineering,,22,6,10.1007/s10664-017-9499-z,Wesley K. G. Assuní_í£oRoberto E. Lopez-HerrejonLukas LinsbauerSilvia R. VergilioAlexander Egyed,2017,http://link.springer.com/article/10.1007/s10664-017-9499-z,Article
