Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Quantifying the Effect of Code Smells on Maintenance Effort,D. I. K. SjÕôberg; A. Yamashita; B. C. D. Anda; A. Mockus; T. DybÕ‚,"University of Oslo, Oslo",IEEE Transactions on Software Engineering,20130725,2013,39,8,1144,1156,"Context: Code smells are assumed to indicate bad design that leads to less maintainable code. However, this assumption has not been investigated in controlled studies with professional software developers. Aim: This paper investigates the relationship between code smells and maintenance effort. Method: Six developers were hired to perform three maintenance tasks each on four functionally equivalent Java systems originally implemented by different companies. Each developer spent three to four weeks. In total, they modified 298 Java files in the four systems. An Eclipse IDE plug-in measured the exact amount of time a developer spent maintaining each file. Regression analysis was used to explain the effort using file properties, including the number of smells. Result: None of the 12 investigated smells was significantly associated with increased effort after we adjusted for file size and the number of changes; Refused Bequest was significantly associated with decreased effort. File size and the number of changes explained almost all of the modeled variation in effort. Conclusion: The effects of the 12 smells on maintenance effort were limited. To reduce maintenance effort, a focus on reducing code size and the work practices that limit the number of changes may be more beneficial than refactoring code smells.",0098-5589;00985589,,10.1109/TSE.2012.89,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6392174,Maintainability;code churn;object-oriented design;product metrics,Context;Electronic mail;Java;Maintenance engineering;Software;Surgery;Time measurement,Java;regression analysis;software maintenance,Eclipse IDE plug-in;Java files;Java systems;code size reduction;code smell effect quantification;code smell refactoring;file properties;file size;maintainable code;maintenance effort;maintenance tasks;refused bequest;regression analysis,,66,,46,,,20121221,Aug. 2013,,IEEE,IEEE Journals & Magazines,,12
Embedding Polychrony into Synchrony,J. Brandt; M. GemÕ_nde; K. Schneider; S. K. Shukla; J. P. Talpin,"University of Kaiserslautern, Kaiserslautern",IEEE Transactions on Software Engineering,20130626,2013,39,7,917,929,"This paper presents an embedding of polychronous programs into synchronous ones. Due to this embedding, it is not only possible to deepen the understanding of these different models of computation, but, more importantly, it is possible to transfer compilation techniques that were developed for synchronous programs to polychronous programs. This transfer is nontrivial because the underlying paradigms differ more than their names suggest: Since synchronous systems react deterministically to given inputs in discrete steps, they are typically used to describe reactive systems with a totally ordered notion of time. In contrast, polychronous system models entail a partially ordered notion of time, and are most suited to interface a system with an asynchronous environment by specifying input/output constraints from which a deterministic controller may eventually be refined and synthesized. As particular examples for the mentioned cross fertilization, we show how a simulator and a verification backend for synchronous programs can be made available to polychronous specifications, which is a first step toward integrating heterogeneous models of computation.",0098-5589;00985589,,10.1109/TSE.2012.85,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6381420,Model-driven embedded software;polychronous programming;programming models;synchronous guarded commands;synchronous programming;synchrony hypothesis,Clocks;Computational modeling;Embedded systems;Hardware;Synchronization;Unified modeling language,embedded systems;program compilers;program verification,asynchronous environment;compilation techniques;deterministic controller;heterogeneous model;input-output constraints;polychronous program specification;polychronous system model;reactive systems;synchronous program verification,,4,,42,,,20121213,13-Jul,,IEEE,IEEE Journals & Magazines,,12
Local versus Global Lessons for Defect Prediction and Effort Estimation,T. Menzies; A. Butcher; D. Cok; A. Marcus; L. Layman; F. Shull; B. Turhan; T. Zimmermann,"West Virginia University, Morgantown",IEEE Transactions on Software Engineering,20130523,2013,39,6,822,834,"Existing research is unclear on how to generate lessons learned for defect prediction and effort estimation. Should we seek lessons that are global to multiple projects or just local to particular projects? This paper aims to comparatively evaluate local versus global lessons learned for effort estimation and defect prediction. We applied automated clustering tools to effort and defect datasets from the PROMISE repository. Rule learners generated lessons learned from all the data, from local projects, or just from each cluster. The results indicate that the lessons learned after combining small parts of different data sources (i.e., the clusters) were superior to either generalizations formed over all the data or local lessons formed from particular projects. We conclude that when researchers attempt to draw lessons from some historical data source, they should 1) ignore any existing local divisions into multiple sources, 2) cluster across all available data, then 3) restrict the learning of lessons to the clusters from other sources that are nearest to the test data.",0098-5589;00985589,,10.1109/TSE.2012.83,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363444,Data mining;clustering;defect prediction;effort estimation,Context;Data models;Estimation;Java;Measurement;Software;Telecommunications,automatic test pattern generation;data mining;pattern clustering,PROMISE repository;automated clustering tools;data source;defect dataset;defect prediction;effort estimation;global lessons;learned lesson generated rule;local lessons,,44,,71,,,20121129,13-Jun,,IEEE,IEEE Journals & Magazines,,12
Abstracting runtime heaps for program understanding,M. Marron; C. Sanchez; Z. Su; M. Fahndrich,"Imdea Software Institute, Boadilla del Monte",IEEE Transactions on Software Engineering,20130523,2013,39,6,774,786,"Modern programming environments provide extensive support for inspecting, analyzing, and testing programs based on the algorithmic structure of a program. Unfortunately, support for inspecting and understanding runtime data structures during execution is typically much more limited. This paper provides a general purpose technique for abstracting and summarizing entire runtime heaps. We describe the abstract heap model and the associated algorithms for transforming a concrete heap dump into the corresponding abstract model as well as algorithms for merging, comparing, and computing changes between abstract models. The abstract model is designed to emphasize high-level concepts about heap-based data structures, such as shape and size, as well as relationships between heap structures, such as sharing and connectivity. We demonstrate the utility and computational tractability of the abstract heap model by building a memory profiler. We use this tool to identify, pinpoint, and correct sources of memory bloat for programs from DaCapo.",0098-5589;00985589,,10.1109/TSE.2012.69,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6331492,Heap structure;memory profiling;program understanding;runtime analysis,Abstracts;Arrays;Computational modeling;Concrete;Runtime;Shape,data structures;merging;program diagnostics;program testing,DaCapo;abstract heap model computational tractability;abstract heap model utility;concrete heap dump;heap structure connectivity;heap structure sharing;high-level concepts;memory bloat;memory profiler;program algorithmic structure;program analysis;program comparison;program computing;program inspection;program merging;program testing;runtime data structure relationships;runtime heap abstracting;runtime heap summarization,,6,,37,,,20121016,13-Jun,,IEEE,IEEE Journals & Magazines,,12
A fluid model for layered queueing networks,M. Tribastone,"Ludwig-Maximilians University of Munich, Munich",IEEE Transactions on Software Engineering,20130523,2013,39,6,744,756,"Layered queueing networks are a useful tool for the performance modeling and prediction of software systems that exhibit complex characteristics such as multiple tiers of service, fork/join interactions, and asynchronous communication. These features generally result in nonproduct form behavior for which particularly efficient approximations based on mean value analysis (MVA) have been devised. This paper reconsiders the accuracy of such techniques by providing an interpretation of layered queueing networks as fluid models. Mediated by an automatic translation into a stochastic process algebra, PEPA, a network is associated with a set of ordinary differential equations (ODEs) whose size is insensitive to the population levels in the system under consideration. A substantial numerical assessment demonstrates that this approach significantly improves the quality of the approximation for typical performance indices such as utilization, throughput, and response time. Furthermore, backed by established theoretical results of asymptotic convergence, the error trend shows monotonic decrease with larger population sizes-a behavior which is found to be in sharp contrast with that of approximate mean value analysis, which instead tends to increase.",0098-5589;00985589,,10.1109/TSE.2012.66,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6314480,Markov processes;Modeling and prediction;PEPA;mean value analysis;ordinary differential equations;queueing networks,Accuracy;Approximation methods;Servers;Sociology;Statistics;Stochastic processes;Unified modeling language,approximation theory;differential equations;queueing theory;software performance evaluation,MVA;PEPA;approximation quality;asymptotic convergence;automatic translation;fluid models;layered queueing networks;mean value analysis;nonproduct form behavior;numerical assessment;ordinary differential equations;performance indices;performance modeling;performance prediction;software systems;stochastic process algebra,,12,,33,,,20120927,13-Jun,,IEEE,IEEE Journals & Magazines,,12
A Quantitative Approach to Input Generation in Real-Time Testing of Stochastic Systems,L. Carnevali; L. Ridi; E. Vicario,"Universit&#x00E0; degli Studi di Firenze, Firenze",IEEE Transactions on Software Engineering,20130225,2013,39,3,292,304,"In the process of testing of concurrent timed systems, input generation identifies values of temporal parameters that let the Implementation Under Test (IUT) execute selected cases. However, when some parameters are not under control of the driver, test execution may diverge from the selected input and produce an inconclusive behavior. We formulate the problem on the basis of an abstraction of the IUT which we call partially stochastic Time Petri Net (psTPN), where controllable parameters are modeled as nondeterministic values and noncontrollable parameters as random variables with general (GEN) distribution. With reference to this abstraction, we derive the analytical form of the probability that the IUT runs along a selected behavior as a function of choices taken on controllable parameters. In the applicative perspective of real-time testing, this identifies a theoretical upper limit on the probability of a conclusive result, thus providing a means to plan the number of test repetitions that are necessary to guarantee a given probability of test-case coverage. It also provides a constructive technique for an optimal or suboptimal approach to input generation and a way to characterize the probability of conclusive testing under other suboptimal strategies.",0098-5589;00985589,,10.1109/TSE.2012.42,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6226426,Difference Bound Matrix;Real-time testing;Time Petri Nets;input generation;non-Markovian Stochastic Petri Nets;stochastic processes,Automata;Real time systems;Stochastic processes;Testing;Timing;Tin;Vectors,Petri nets;program testing;real-time systems,GEN distribution;IUT;concurrent timed systems;controllable parameters;implementation under test;inconclusive behavior;input generation;nondeterministic values;partially stochastic Time Petri Net;psTPN;quantitative approach;real-time testing;stochastic systems;temporal parameters;test execution,,1,,44,,,20120626,13-Mar,,IEEE,IEEE Journals & Magazines,,12
"Class Schema Evolution for Persistent Object-Oriented Software: Model, Empirical Study, and Automated Support",M. Piccioni; M. Oriol; B. Meyer,"ETH Zurich, Zurich",IEEE Transactions on Software Engineering,20130124,2013,39,2,184,196,"With the wide support for object serialization in object-oriented programming languages, persistent objects have become commonplace and most large object-oriented software systems rely on extensive amounts of persistent data. Such systems also evolve over time. Retrieving previously persisted objects from classes whose schema has changed is, however, difficult, and may lead to invalidating the consistency of the application. The ESCHER framework addresses these issues through an IDE-integrated approach that handles class schema evolution by managing versions of the code and generating transformation functions automatically. The infrastructure also enforces class invariants to prevent the introduction of potentially corrupt objects. This paper describes a model for class attribute changes, a measure for class evolution robustness, four empirical studies, and the design and implementation of the ESCHER system.",0098-5589;00985589,,10.1109/TSE.2011.123,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122034,IDE integration;Versioning;object-oriented class schema evolution;persistence;serialization,Atomic measurements;Databases;Dictionaries;Java;Object oriented modeling;Robustness;Software,object-oriented languages;object-oriented programming;persistent objects,ESCHER system design;ESCHER system implementation;IDE-integrated approach;automatic transformation function generation;class evolution robustness;class schema evolution;object serialization;object-oriented programming languages;object-oriented software systems;persistent object-oriented software;potentially corrupt objects,,3,,43,,,20120103,Feb. 2013,,IEEE,IEEE Journals & Magazines,,12
Using Timed Automata for Modeling Distributed Systems with Clocks: Challenges and Solutions,G. Rodriguez-Navas; J. Proenza,"Universitat de les Illes Balears, Palma de Mallorca",IEEE Transactions on Software Engineering,20130523,2013,39,6,857,868,"The application of model checking for the formal verification of distributed embedded systems requires the adoption of techniques for realistically modeling the temporal behavior of such systems. This paper discusses how to model with timed automata the different types of relationships that may be found among the computer clocks of a distributed system, namely, ideal clocks, drifting clocks, and synchronized clocks. For each kind of relationship, a suitable modeling pattern is thoroughly described and formally verified.",0098-5589;00985589,,10.1109/TSE.2012.73,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6374193,Embedded systems;clock synchronization;hybrid automata;model checking;real-time systems;timed automata,Automata;Distributed processing;Embedded systems;Formal verification;Real-time systems,automata theory;distributed processing;embedded systems;formal verification,distributed embedded systems;distributed system computer clocks;drifting clocks;formal verification;ideal clocks;model checking;modeling distributed systems;synchronized clocks;temporal behavior;timed automata,,5,,27,,,20121204,13-Jun,,IEEE,IEEE Journals & Magazines,,11
"Conservative Reasoning about the Probability of Failure on Demand of a 1-out-of-2 Software-Based System in Which One Channel Is ""Possibly Perfect""",B. Littlewood; A. Povyakalo,"Centre for Software Reliability, City Univ. London, London, UK",IEEE Transactions on Software Engineering,20131028,2013,39,11,1521,1530,"In earlier work, [11] (henceforth LR), an analysis was presented of a 1-out-of-2 software-based system in which one channel was _ÑÒpossibly perfect_Ñù. It was shown that, at the aleatory level, the system pfd (probability of failure on demand) could be bounded above by the product of the pfd of channel A and the pnp (probability of nonperfection) of channel B. This result was presented as a way of avoiding the well-known difficulty that for two certainly-fallible channels, failures of the two will be dependent, i.e., the system pfd cannot be expressed simply as a product of the channel pfds. A price paid in this new approach for avoiding the issue of failure dependence is that the result is conservative. Furthermore, a complete analysis requires that account be taken of epistemic uncertainty-here concerning the numeric values of the two parameters pfd<sub>A</sub> and pnp<sub>B</sub>. Unfortunately this introduces a different difficult problem of dependence: estimating the dependence between an assessor's beliefs about the parameters. The work reported here avoids this problem by obtaining results that require only an assessor's marginal beliefs about the individual channels, i.e., they do not require knowledge of the dependence between these beliefs. The price paid is further conservatism in the results.",0098-5589;00985589,,10.1109/TSE.2013.35,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6574864,Software reliability;epistemic uncertainty;fault tolerance;multiversion software;probability of failure;software diversity;software perfection,Cognition;Phase frequency detector;Safety;Software;Software reliability;Uncertainty,belief networks;failure analysis;probability;software reliability;uncertainty handling,1-out-of-2 software-based system;PFD;PNP;assessor marginal belief;certainly fallible channel;conservative reasoning;epistemic uncertainty;probability of failure on demand;probability of nonperfection;software perfection,,3,,15,,,20130805,Nov. 2013,,IEEE,IEEE Journals & Magazines,,9
Coverage Estimation in Model Checking with Bitstate Hashing,S. Ikeda; M. Jibiki; Y. Kuno,"NEC Corporation, Kawasaki",IEEE Transactions on Software Engineering,20130326,2013,39,4,477,486,"Explicit-state model checking which is conducted by state space search has difficulty in exploring satisfactory state space because of its memory requirements. Though bitstate hashing achieves memory efficiency, it cannot guarantee complete verification. Thus, it is desirable to provide a reliability indicator such as a coverage estimate. However, the existing approaches for coverage estimation are not very accurate when a verification run covers a small portion of state space. This mainly stems from the lack of information that reflects characteristics of models. Therefore, we propose coverage estimation methods using a growth curve that approximates an increase in reached states by enlarging a bloom filter. Our approaches improve estimation accuracy by leveraging the statistics from multiple verification runs. Coverage is estimated by fitting the growth curve to these statistics. Experimental results confirm the validity of the proposed growth curve and the applicability of our approaches to practical models. In fact, for practical models, our approaches outperformed the conventional ones when the actual coverage is relatively low.",0098-5589;00985589,,10.1109/TSE.2012.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6226428,Coverage estimation;bitstate hashing;model checking,Accuracy;Equations;Estimation;Mathematical model;Probabilistic logic;Reliability;Space exploration,,,,0,,19,,,20120626,13-Apr,,IEEE,IEEE Journals & Magazines,,9
Model-Transformation Design Patterns,K. Lano; S. Kolahdouz-Rahimi,"Department of Informatics, King&#8217;s College London, London WC2R 2LS, United Kingdom",IEEE Transactions on Software Engineering,20141212,2014,40,12,1224,1259,"This paper defines a catalogue of patterns for the specification and design of model transformations, and provides a systematic scheme and classification of these patterns, together with pattern application examples in leading model transformation languages such as ATL, QVT, GrGen.NET, and others. We consider patterns for improving transformation modularization and efficiency and for reducing data storage requirements. We define a metamodel-based formalization of model transformation design patterns, and measurement-based techniques to guide the selection of patterns. We also provide an evaluation of the effectiveness of transformation patterns on a range of different case studies.",0098-5589;00985589,,10.1109/TSE.2014.2354344,EPSRC; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6891324,Model transformations;design patterns;model-driven development,Analytical models;Complexity theory;Semantics;Software development;Syntactics;Systematics;Unified modeling language,formal specification;object-oriented programming;pattern classification,ATL;GrGen.NET;QVT;data storage;metamodel-based formalization;model transformation languages;model-transformation design patterns;pattern application;pattern classification;systematic scheme;transformation modularization improvement,,13,,72,,,20140904,Dec. 1 2014,,IEEE,IEEE Journals & Magazines,,35
"A General Testability Theory: Classes, Properties, Complexity, and Testing Reductions",I. RodrÕ_guez; L. Llana; P. Rabanal,"Department of Sistemas Inform&#225;ticos y Computaci&#243;n, Universidad Complutense de Madrid, Madrid, Spain",IEEE Transactions on Software Engineering,20140905,2014,40,9,862,894,"In this paper we develop a general framework to reason about testing. The difficulty of testing is assessed in terms of the amount of tests that must be applied to determine whether the system is correct or not. Based on this criterion, five testability classes are presented and related. We also explore conditions that enable and disable finite testability, and their relation to testing hypotheses is studied. We measure how far incomplete test suites are from being complete, which allows us to compare and select better incomplete test suites. The complexity of finding that measure, as well as the complexity of finding minimum complete test suites, is identified. Furthermore, we address the reduction of testing problems to each other, that is, we study how the problem of finding test suites to test systems of some kind can be reduced to the problem of finding test suites for another kind of systems. This enables to export testing methods. In order to illustrate how general notions are applied to specific cases, many typical examples from the formal testing techniques domain are presented.",0098-5589;00985589,,10.1109/TSE.2014.2331690,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6839051,Formal testing techniques;general testing frameworks,Abstracts;Complexity theory;Computational modeling;Computer languages;Probabilistic logic;Proposals;Testing,formal languages;formal verification,complexity;finite testability;formal testing techniques domain;general testability theory;incomplete test suites;testability classes;testing reductions,,7,,35,,,20140618,Sept. 1 2014,,IEEE,IEEE Journals & Magazines,,32
REPENT: Analyzing the Nature of Identifier Renamings,V. Arnaoudova; L. M. Eshkevari; M. D. Penta; R. Oliveto; G. Antoniol; Y. G. GuÕ©hÕ©neuc,"Polytech. Montreal, Montreal, QC, Canada",IEEE Transactions on Software Engineering,20140514,2014,40,5,502,532,"Source code lexicon plays a paramount role in software quality: poor lexicon can lead to poor comprehensibility and even increase software fault-proneness. For this reason, renaming a program entity, i.e., altering the entity identifier, is an important activity during software evolution. Developers rename when they feel that the name of an entity is not (anymore) consistent with its functionality, or when such a name may be misleading. A survey that we performed with 71 developers suggests that 39 percent perform renaming from a few times per week to almost every day and that 92 percent of the participants consider that renaming is not straightforward. However, despite the cost that is associated with renaming, renamings are seldom if ever documented-for example, less than 1 percent of the renamings in the five programs that we studied. This explains why participants largely agree on the usefulness of automatically documenting renamings. In this paper we propose REanaming Program ENTities (REPENT), an approach to automatically document-detect and classify-identifier renamings in source code. REPENT detects renamings based on a combination of source code differencing and data flow analyses. Using a set of natural language tools, REPENT classifies renamings into the different dimensions of a taxonomy that we defined. Using the documented renamings, developers will be able to, for example, look up methods that are part of the public API (as they impact client applications), or look for inconsistencies between the name and the implementation of an entity that underwent a high risk renaming (e.g., towards the opposite meaning). We evaluate the accuracy and completeness of REPENT on the evolution history of five open-source Java programs. The study indicates a precision of 88 percent and a recall of 92 percent. In addition, we report an exploratory study investigating and discussing how identifiers are renamed in the five programs, according to our taxonomy.",0098-5589;00985589,,10.1109/TSE.2014.2312942,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6776542,Identifier renaming;empirical study;mining software repositories;program comprehension;refactoring,Documentation;Grammar;History;Java;Semantics;Software;Taxonomy,data flow analysis;pattern classification;software fault tolerance;software quality;source code (software),REPENT;data flow analysis;entity identifier;identifier renaming analysis;natural language tools;open-source Java programs;program entity renaming;public API;reanaming program entities;software evolution;software fault-proneness;software quality;source code lexicon;taxonomy dimensions,,14,,58,,,20140320,14-May,,IEEE,IEEE Journals & Magazines,,30
GreenDroid: Automated Diagnosis of Energy Inefficiency for Smartphone Applications,Y. Liu; C. Xu; S. C. Cheung; J. LÕ_,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",IEEE Transactions on Software Engineering,20140904,2014,40,9,911,940,"Smartphone applications' energy efficiency is vital, but many Android applications suffer from serious energy inefficiency problems. Locating these problems is labor-intensive and automated diagnosis is highly desirable. However, a key challenge is the lack of a decidable criterion that facilitates automated judgment of such energy problems. Our work aims to address this challenge. We conducted an in-depth study of 173 open-source and 229 commercial Android applications, and observed two common causes of energy problems: missing deactivation of sensors or wake locks, and cost-ineffective use of sensory data. With these findings, wepropose an automated approach to diagnosing energy problems in Android applications. Our approach explores an application's state space by systematically executing the application using Java PathFinder (JPF). It monitors sensor and wake lock operations to detect missing deactivation of sensors and wake locks. It also tracks the transformation and usage of sensory data and judges whether they are effectively utilized by the application using our state-sensitive data utilization metric. In this way, our approach can generate detailed reports with actionable information to assist developers in validating detected energy problems. We built our approach as a tool, GreenDroid, on top of JPF. Technically, we addressed the challenges of generating user interaction events and scheduling event handlers in extending JPF for analyzing Android applications. We evaluated GreenDroid using 13 real-world popular Android applications. GreenDroid completed energy efficiency diagnosis for these applications in a few minutes. It successfully located real energy problems in these applications, and additionally found new unreported energy problems that were later confirmed by developers.",0098-5589;00985589,,10.1109/TSE.2014.2323982,National High-Tech Research & Development Program; National Natural Science Foundation; New Century Excellent Talents in University; Research Grants Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6815752,Smartphone application;automated diagnosis;energy inefficiency;green computing;sensory data utilization,Androids;Computer bugs;Google;Green products;Humanoid robots;Open source software;Sensors,Android (operating system);Java;power aware computing;program diagnostics;public domain software;smart phones,GreenDroid;JPF;Java PathFinder;automated diagnosis;automated energy inefficiency diagnosis;commercial Android applications;labor-intensive diagnosis;open-source Android applications;scheduling event handlers;smartphone applications;state-sensitive data utilization metric;user interaction events;wake lock operations,,18,,72,,,20140514,Sept. 1 2014,,IEEE,IEEE Journals & Magazines,,29
Dealing with Traceability in the MDDof Model Transformations,J. M. Vara; V. A. Bollati; ÕÅ. JimÕ©nez; E. Marcos,"Computing Languages and Systems - II, University Rey Juan Carlos, Mostoles, Madrid, Spain",IEEE Transactions on Software Engineering,20140617,2014,40,6,555,583,"Traceability has always been acknowledged as a relevant topic in Software Engineering. However, keeping track of the relationships between the different assets involved in a development process is a complex and tedious task. The fact that the main assets handled in any model-driven engineering project are models and model transformations eases the task. In order to take advantage of this scenario, which has not been appropriately capitalized on by the most widely adopted model transformation languages before, this work presents MeTAGeM-Trace, a methodological and technical proposal with which to support the model-driven development of model transformations that include trace generation. The underlying idea is to start from a high-level specification of the transformation which is subsequently refined into lower-level transformation models in terms of a set of DSLs until the source code that implements the transformation can be generated. Running this transformation produces not only the corresponding target models, but also a trace model between the elements of the source and target models. As part of the proposal, an EMF-based toolkit has been developed to support the development of ATL and ETL model transformations. This toolkit has been empirically validated by conducting a set of case studies following a systematic research methodology.",0098-5589;00985589,,10.1109/TSE.2014.2316132,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6784505,Model-driven engineering;model transformations;traceability,Complexity theory;DSL;Data models;Object oriented modeling;Proposals;Software;Software engineering,research and development;software engineering;source code (software),ATL model transformations;DSL;EMF-based toolkit;ETL model transformations;MDD;MeTAGeM-Trace;lower-level transformation models;model transformation languages;model-driven engineering project;software engineering;source code;systematic research methodology;trace generation;traceability,,5,,79,,,20140408,June 1 2014,,IEEE,IEEE Journals & Magazines,,28
Analyzing Critical Decision-Based Processes,C. Damas; B. Lambeau; A. van Lamsweerde,"Dept. of Comput., Univ. Catholique de Louvain, Louvain-La-Neuve, Belgium",IEEE Transactions on Software Engineering,20140502,2014,40,4,338,365,"Decision-based processes are composed of tasks whose application may depend on explicit decisions relying on the state of the process environment. In specific domains such as healthcare, decision-based processes are often complex and critical in terms of timing and resources. The paper presents a variety of tool-supported techniques for analyzing models of such processes. The analyses allow a variety of errors to be detected early and incrementally on partial models, notably: inadequate decisions resulting from inaccurate or outdated information about the environment state; incomplete decisions; non-deterministic task selections; unreachable tasks along process paths; and violations of non-functional process requirements involving time, resources or costs. The proposed techniques are based on different instantiations of the same generic algorithm that propagates decorations iteratively through the process model. This algorithm in particular allows event-based models to be automatically decorated with state-based invariants. A formal language supporting both event-based and state-based specifications is introduced as a process modeling language to enable such analyses. This language mimics the informal flowcharts commonly used by process stakeholders. It extends High-Level Message Sequence Charts with guards on task-related and environment-related variables. The language provides constructs for specifying task compositions, task refinements, decision trees, multi-agent communication scenarios, and time and resource constraints. The proposed techniques are demonstrated on the incremental building and analysis of a complex model of a real protocol for cancer therapy.",0098-5589;00985589,,10.1109/TSE.2014.2312954,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6776491,Process modeling;decision errors;domain-specific languages;formal specification;model verification;non-functional requirements;process analysis;safety-critical workflows,Algorithm design and analysis;Analytical models;Blood;Flowcharts;Medical treatment;Semantics;Unified modeling language,cancer;decision trees;formal languages;formal specification;multi-agent systems;patient treatment,cancer therapy;critical decision-based process analysis;decision trees;environment state;environment-related variables;event-based models;event-based specification;formal language;high-level message sequence charts;incomplete decisions;informal flowcharts;multiagent communication scenarios;nondeterministic task selections;nonfunctional process requirement violation;partial models;process modeling language;process paths;resource constraints;state-based invariants;state-based specification;task compositions;task refinements;task-related variables;time constraints;tool-supported techniques;unreachable tasks,,1,,80,,,20140320,14-Apr,,IEEE,IEEE Journals & Magazines,,27
Symbolic Crosschecking of Data-Parallel Floating-Point Code,P. Collingbourne; C. Cadar; P. H. J. Kelly,"Google Inc,",IEEE Transactions on Software Engineering,20140708,2014,40,7,710,737,"We present a symbolic execution-based technique for cross-checking programs accelerated using SIMD or OpenCL against an unaccelerated version, as well as a technique for detecting data races in OpenCL programs. Our techniques are implemented in KLEE-CL, a tool based on the symbolic execution engine KLEE that supports symbolic reasoning on the equivalence between expressions involving both integer and floating-point operations. While the current generation of constraint solvers provide effective support for integer arithmetic, the situation is different for floating-point arithmetic, due to the complexity inherent in such computations. The key insight behind our approach is that floating-point values are only reliably equal if they are essentially built by the same operations. This allows us to use an algorithm based on symbolic expression matching augmented with canonicalisation rules to determine path equivalence. Under symbolic execution, we have to verify equivalence along every feasible control-flow path. We reduce the branching factor of this process by aggressively merging conditionals, if-converting branches into select operations via an aggressive phi-node folding transformation. To support the Intel Streaming SIMD Extension (SSE) instruction set, we lower SSE instructions to equivalent generic vector operations, which in turn are interpreted in terms of primitive integer and floating-point operations. To support OpenCL programs, we symbolically model the OpenCL environment using an OpenCL runtime library targeted to symbolic execution. We detect data races by keeping track of all memory accesses using a memory log, and reporting a race whenever we detect that two accesses conflict. By representing the memory log symbolically, we are also able to detect races associated with symbolically-indexed accesses of memory objects. We used KLEE-CL to prove the bounded equivalence between scalar and data-parallel versions of floating-point programs and find a number - f issues in a variety of open source projects that use SSE and OpenCL, including mismatches between implementations, memory errors, race conditions and a compiler bug.",0098-5589;00985589,,10.1109/TSE.2013.2297120,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6698391,Data-parallel code;KLEE-CL;OpenCL;SIMD;floating point;symbolic execution,Computational modeling;Computer architecture;Kernel;Parallel processing;Programming;Semantics;Vectors,data handling;floating point arithmetic;parallel processing;program debugging,KLEE-CL;OpenCL environment;OpenCL programs;SIMD;SSE instruction set;compiler bug;crosschecking programs;data parallel floating point code;equivalent generic vector operations;floating point arithmetic;floating point operations;floating-point operations;floating-point programs;integer arithmetic;integer operations;intel streaming SIMD extension;memory accesses;memory errors;memory log;open source projects;phi node folding transformation;primitive integer operations;race conditions;symbolic crosschecking;symbolic execution based technique;symbolic execution engine;symbolic expression matching;symbolic reasoning,,6,,55,,,20140102,14-Jul,,IEEE,IEEE Journals & Magazines,,27
