"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Modern version control: creating an efficient development ecosystem","N. Bertino","Santa Clara University School of Law, Santa Clara, CA, USA","Proceedings of the 40th annual ACM SIGUCCS conference on User services","20160129","2012","","","219","222","<p>In 2011, Santa Clara University School of Law Technology and Academic Computing (LTAC) identified that its version control system could greatly benefit from the use of modern source control management software. Source code for high value projects, such as the Santa Clara Law website, were previously held in a Subversion (SVN) repository in a client-server model, providing version control and redundancy. Because of the resource footprint associated with SVN, only projects with high importance could be setup with version control. As more web-based applications were introduced, the need for a more efficient revision control system arose. Git, a highly efficient decentralized version control system (DVCS), was selected after evaluating similar technologies. This change transformed the entire development process, making the development cycle more streamlined and with greater flexibility. In the early use of Git, LTAC also discovered its use as a deployment tool, increasing redundancy on servers and reducing overhead usually associated with revision control. It also serves as the vital link between LTAC's issue tracking system, Redmine, and the development team. The introduction of Redmine has helped LTAC monitor website issues, manage projects, and continually review changes to the code base. LTAC has created a development ecosystem that provides redundancy and accountability using open source products that carry no cost. Git has significant performance gains over SVN, making its integration and use less frustrating and distracting for developers. Redmine gives developers and customers the opportunity to organize, track, and resolve issues. The flexibility of the technology used means that any project, from a content management system to a one-off script, can benefit from source control without large costs or long deployment times.</p>","","","10.1145/2382456.2382510","","","GIT;automated deployment;decentralized version control;issue tracking;redmine;source control","","","","","","1","","","","","15-19 Oct. 2012","","ACM","ACM Conferences"
"Towards the assessment of semantic similarity analysis of protein data: main approaches and issues","P. H. Guzzi; M. Mina","University of Catanzaro","ACM SIGBioinformatics Record","20160129","2012","2","3","17","18","<p>Bioinformatics approaches to the study of proteins yield to the introduction of different methodologies and related tools for the analysis of different types of data related to proteins, ranging from primary, secondary and tertiary structures to interaction data [1], not to mention functional knowledge.</p> <p>One of the most advanced tools for encoding and representing functional knowledge in a formal way is the Gene Ontology (GO) [2,3]. It is composed of three ontologies, named Biological Process (BP), Molecular Function (MF) and Cellular Component (CC). Each ontology consists of a set of terms (GO terms) representing different functions, biological processes and cellular components within the cell. GO terms are connected each other to form a hierarchical graph. Terms representing similar functions are close to each other within this graph.</p> <p>Biological molecules are associated with GO terms that represent their functions, biological roles and localization. This process, usually referred to as annotation process, can be performed under the supervision of an expert or in a fully automated way. Obviously, computationally inferred annotations, commonly known as Electronically Inferred Annotation (IEA), are not as reliable as experimentally determined annotations. For this reason every annotation is labeled with an Evidence Code (EC) that keeps track of the type of process used to produce the annotation itself. Considering the release of annotations of April, 2010, about the 98% of all the annotations is an IEA annotation [4].</p> <p>The term annotation corpus is commonly used to identify all the annotations involving a set of proteins or genes, usually referring the whole proteomes and genomes (i.e. the annotation corpus of yeast). For lack of space we do not further describe the Gene Ontology. A comprehensive review has been provided by du Plessis et al. [4] and by Guzzi et al. [5].</p> <p>The availability of well formalized functional data enabled the use - f computational methods to analyse genes and proteins from the functional point of view. For example, a set of algorithms, known as functional enrichment algorithms, have been developed to determine the statistical significance of the presence (or the absence) of a GO Term in a set of gene products. A detailed review of these algorithms can be found in [4].</p> <p>An interesting problem is how to express quantitatively the relationships between GO terms. Several measures, referred to as (term) semantic similarity (SS) measures, has been introduced in the last decade. Given two or more GO terms, they try to quantify the similarity of the functional aspects represented by the terms within the cell. Exploiting annotation corpora, semantic similarity measures have been further extended to the evaluation of the similarity of genes and proteins on the basis of their annotations.</p> <p>Many different works have focused on the following tasks: (i) the definition of ad-hoc semantic similarity measures tailored to the characteristics of Gene Ontology; (ii) the definition of measures of comparison of genes and proteins; (iii) the introduction of methodologies for the systematic assessment of semantic similarity measures; (iv) the use of semantic similarity measures in many different contexts and applications. Despite its relevance, the application of semantic similarity for the systematic analysis of protein data is still an open research area. There are, in fact, two main questions that have to be addressed: (i) the systematic assessment of SS with respect to other biological features, i.e. how much an high or a low value of SS is biologically meaningful; (ii) how reliable are the SS themselves, i.e. is there any systematic error or bias in the calculation of SS? Both these problems are relevant for the diffusion of SS measures; while in the first case several approaches have been proposed, confronting SS measures with a pletora of different biological features, only few wo","2159-1210;21591210","","10.1145/2384691.2384694","","","","","","","","1","","","","","","September 2012","","ACM","ACM Journals & Magazines"
"Want to green application software?: mind the target hardware","V. G. Moshnyaga","Fukuoka University, Fukuoka, Japan","Proceedings of the 2013 workshop on Green in/by software engineering","20160129","2013","","","1","2","<p>With the explosive use of Information Technology (IT) in modern life, ""green"" or sustainable solutions capable of minimizing IT impact on the environment become very important. Research on green IT has already produced a variety of approaches aiming at reducing energy usage for data centers and technical equipment, such as computers, projectors, etc. Also methods have been proposed to improve energy efficiency of compilers and software. While focusing on code transformation, the software optimization methods frequently ignore operational features of target hardware and therefore have a limited effect in practice. In this talk we urge for software ""greening"" techniques that increase efficiency of energy reduction schemes of target hardware. The talk starts with a brief review of factors of energy consumption and main hardware schemes used in the state-of-the-art portable battery-operated devices. Then it discusses software optimizations for lowering energy consumption of CPU, memory, HDD, display, and communication. We argue that algorithm and software optimizations capable of improving computational and data efficiency, exploit adaptive, context-aware and quality-aware processing can all contribute to ""green"" applications. Open problems of ""green"" software development are also outlined.</p>","","","10.1145/2451605.2451607","","","adaptive;algorithm;context-aware;efficiency;energy consumption;hardware;low-power;optimization;quality-aware;software","","","","","","","","","","","26-26 March 2013","","ACM","ACM Conferences"
"Object-oriented design in feature-oriented programming","S. Schuster; S. Schulze","TU Braunschweig, Braunschweig, Germany","Proceedings of the 4th International Workshop on Feature-Oriented Software Development","20160129","2012","","","25","28","<p>Object-oriented programming is the state-of-the-art programming paradigm for developing large and complex software systems. To support the development of maintainable and evolvable code, a developer can rely on different mechanisms and concepts such as <i>inheritance</i> and <i>design patterns</i>. Recently, feature-oriented programming (FOP) gained attention, specifically for developing software product lines (SPLs). Although FOP is an own paradigm with dedicated language mechanisms, it partly relies on object-oriented programming. However, only little is known about feature-oriented design and <i>how</i> object-oriented design mechanisms and design principles are used within FOP. In this paper, we want to raise awareness on design patterns in FOP and stimulate discussion on related topics. To this end, we present an exemplary review of using OO design patterns in FOP and limitations thereof from our perspective. Subsequently, we formulate questions that are open and that we think are worth to discuss in the context of feature-oriented design.</p>","","","10.1145/2377816.2377820","","","design pattern;feature-oriented programming","","","","","","","","","","","24-25 Sept. 2012","","ACM","ACM Conferences"
"When food quality control in china meets mobile and wireless technology: interactions, potentials and pitfalls","S. M. Liu","Fudan University, Yangpu District, Shanghai, PRC","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","20160129","2013","","","134","143","<p>With the fast economic development and industrial evolution in China, the surge of product quality and safety control issue has become one of the top concerns country wide in recent years. On one hand, citizens, academics and nonprofit organizations urged government to further refine product quality supervision strategies and install new food safety monitoring mechanisms (Qu, 2009). On the other, because of the popularity of wireless sensor systems and mobile data collection and transferring technologies in goods production, transferring and processing worldwide, they quickly gained their popularity among Chinese national quality control administration (Ruiz-Garcia et al, 2009; Jiang, 2008). The purpose of this paper is to conduct a comprehensive review of China's newly installed mobile and wireless quality control system based on the analysis of both first hand and second hand data. Specifically the study focuses on how changes in monitoring and tracing technologies interact with the current quality control and food safety administration, goods production and supply, and inspection systems. The paper concludes that although China's food quality control administration did attempt to bring new technology to enforce quality control code, the current implementation of mobile and wireless monitoring tools still demonstrates a highly reactive nature. In addition, the distribution of mobile and wireless monitoring device is still very uneven when it comes to different types of food. This to certain extent prevents the government from employing the new tools to their full extent to establish a meaningful monitoring system for further food quality crisis prevention.</p>","","","10.1145/2591888.2591910","","","food safety;mobile and wireless technology;monitoring technology","","","","","","","","","","","22-25 Oct. 2013","","ACM","ACM Conferences"
"Statistical quality estimation for general crowdsourcing tasks","Y. Baba; H. Kashima","The University of Tokyo, Tokyo, Japan","Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining","20160129","2013","","","554","562","<p>One of the biggest challenges for requesters and platform providers of crowdsourcing is quality control, which is to expect high-quality results from crowd workers who are neither necessarily very capable nor motivated. A common approach to tackle this problem is to introduce redundancy, that is, to request multiple workers to work on the same tasks. For simple multiple-choice tasks, several statistical methods to aggregate the multiple answers have been proposed. However, these methods cannot always be applied to more general tasks with unstructured response formats such as article writing, program coding, and logo designing, which occupy the majority on most crowdsourcing marketplaces. In this paper, we propose an unsupervised statistical quality estimation method for such general crowdsourcing tasks. Our method is based on the two-stage procedure; multiple workers are first requested to work on the same tasks in the creation stage, and then another set of workers review and grade each artifact in the review stage. We model the ability of each author and the bias of each reviewer, and propose a two-stage probabilistic generative model using the graded response model in the item response theory. Experiments using several general crowdsourcing tasks show that our method outperforms popular vote aggregation methods, which implies that our method can deliver high quality results with lower costs.</p>","","","10.1145/2487575.2487600","","","crowdsourcing;human computation;quality control","","","","","10","","","","","","11-14 Aug. 2013","","ACM","ACM Conferences"
"Teaching composition quality at scale: human judgment in the age of autograders","J. DeNero; S. Martinis","UC Berkeley, Berkeley, CA, USA","Proceedings of the 45th ACM technical symposium on Computer science education","20160129","2014","","","421","426","<p>We describe an effort to improve the composition quality of student programs: the property that a program can be understood effectively by another person. As a semester-long component of UC Berkeley's first course for majors, CS 61A, we gave students composition guidelines, scores, and qualitative feedback-all generated manually by a course staff of 10 graders for over 700 students. To facilitate this effort, we created a new online tool that allows instructors to provide feedback efficiently at scale. Our system differs from recently developed alternatives in that it is a branch of an industrial tool originally developed for internal code reviews at Google and used extensively by the open-source community. We found that many of the features designed for industrial applications are well-suited for instructional use as well. We extended the system with permissions controls and comment memories tailored for giving educational feedback.</p> <p>Using this tool improved the consistency of the feedback we gave to students, the efficiency of generating that feedback, and our ability to communicate that feedback to students. Emphasizing composition throughout the course improved the composition of our students' code. The quality of student programs improved by a statistically significant margin (p<0.01) over those from a previous semester, measured by a blind comparison of student submissions.</p>","","","10.1145/2538862.2538976","","","introductory programming;web-based feedback","","","","","","","","","","","5-8 March 2014","","ACM","ACM Conferences"
"When open source turns cold on innovation - the challenges of navigating licensing complexities in new research domains","C. Forbes; I. Keivanloo; J. Rilling","Concordia University, Canada","Proceedings of the 34th International Conference on Software Engineering","20160129","2012","","","1447","1448","<p> In this poster, we review the limitations open source licences introduce to the application of Linked Data in Software Engineering. We investigate whether open source licences support special requirements to publish source code as Linked Data on the Internet. </p>","","","","","","","","","","","","","","","","","2-9 June 2012","","ACM","ACM Conferences"
"A survey of appearance models in visual object tracking","X. Li; W. Hu; C. Shen; Z. Zhang; A. Dick; A. V. D. Hengel","NLPR, Institute of Automation, Chinese Academy of Sciences and The University of Adelaide","ACM Transactions on Intelligent Systems and Technology (TIST)","20160129","2013","4","4","1","48","<p>Visual object tracking is a significant computer vision task which can be applied to many domains, such as visual surveillance, human computer interaction, and video compression. Despite extensive research on this topic, it still suffers from difficulties in handling complex object appearance changes caused by factors such as illumination variation, partial occlusion, shape deformation, and camera motion. Therefore, effective modeling of the 2D appearance of tracked objects is a key issue for the success of a visual tracker. In the literature, researchers have proposed a variety of 2D appearance models.</p> <p>To help readers swiftly learn the recent advances in 2D appearance models for visual object tracking, we contribute this survey, which provides a detailed review of the existing 2D appearance models. In particular, this survey takes a module-based architecture that enables readers to easily grasp the key points of visual object tracking. In this survey, we first decompose the problem of appearance modeling into two different processing stages: visual representation and statistical modeling. Then, different 2D appearance models are categorized and discussed with respect to their composition modules. Finally, we address several issues of interest as well as the remaining challenges for future research on this topic.</p> <p>The contributions of this survey are fourfold. First, we review the literature of visual representations according to their feature-construction mechanisms (i.e., local and global). Second, the existing statistical modeling schemes for tracking-by-detection are reviewed according to their model-construction mechanisms: generative, discriminative, and hybrid generative-discriminative. Third, each type of visual representations or statistical modeling techniques is analyzed and discussed from a theoretical or practical viewpoint. Fourth, the existing benchmark resources (e.g., source codes and video datasets) are examined in this survey.</p>","2157-6904;21576904","","10.1145/2508037.2508039","","","Visual object tracking;appearance model;features;statistical modeling","","","","","101","1","","","","","September 2013","","ACM","ACM Journals & Magazines"
"Understanding software evolution: the maisqual ant data set","B. Baldassari; P. Preux","SQuORING Technologies, France","Proceedings of the 11th Working Conference on Mining Software Repositories","20160129","2014","","","424","427","<p> Software engineering is a maturing discipline which has seen many drastic advances in the last years. However, some studies still point to the lack of rigorous and mathematically grounded methods to raise the field to a new emerging science, with proper and reproducible foundations to build upon. Indeed, mathematicians and statisticians do not necessarily have software engineering knowledge, while software engineers and practitioners do not necessarily have a mathematical background. </p> <p> The Maisqual research project intends to fill the gap between both fields by proposing a controlled and peer-reviewed data set series ready to use and study. These data sets feature metrics from different repositories, from source code to mail activity and configuration management meta data. Metrics are described and commented, and all the steps followed for their extraction and treatment are described with contextual information about the data and its meaning. </p> <p> This article introduces the Apache Ant weekly data set, featuring 636 extracts of the project over 12 years at different levels of artefacts – application, files, functions. By associating community and process related information to code extracts, this data set unveils interesting perspectives on the evolution of one of the great success stories of open source. </p>","","","10.1145/2597073.2597136","","","Metrics","","","","","1","","","","","","May 31 2014-June 1 2014","","ACM","ACM Conferences"
"Modelling software engineering research with RSML","H. Jordan; S. Beecham; G. Botterweck","Lero, University of Limerick, Ireland","Proceedings of the 18th International Conference on Evaluation and Assessment in Software Engineering","20160129","2014","","","1","10","<p><i>Background</i>. In order to understand research on a particular computing topic, practitioners and researchers often need to obtain an overview of its research methods. Current research methods coding schemes either capture insufficient details to support a full critical assessment, or are specialised to a particular research type. <i>Aim</i>. This paper defines and demonstrates RSML, a Research Schema Modelling Language that captures a high level of detail and is applicable to most types of computing research. <i>Method</i>. RSML was designed using concepts from the research methods literature, then refined inductively. An RSML editor was created to assist coders and help reduce coding errors. To demonstrate the feasibility of modelling research with RSML, and to exemplify the summary information that can be derived from a database of RSML encodings, a trial review of 24 articles from one journal was conducted. <i>Results</i>. The review illustrates quantitatively the journal's focus on artifact construction and empiricism. It also reveals that observations are rarely used to inform artifact construction, and purely empirical studies are scarce. <i>Conclusion</i>. RSML can be used to model sophisticated, multifaceted research spanning a wide range of software engineering topics, yielding insights that are not easily captured by current coding schemes.</p>","","","10.1145/2601248.2601295","","","categorisation;checklists;modelling;research methods","","","","","1","","","","","","13-14 May 2014","","ACM","ACM Conferences"
"Automatic generation of dynamic virtual fences as part of BIM-based prevention program for construction safety","A. Hammad; S. Setayeshgar; C. Zhang; Y. Asen","Concordia University, Montreal, Canada","Proceedings of the 2012 Winter Simulation Conference","20160129","2012","","","1","10","<p>The present research aims to investigate a new method for the automatic generation of Dynamic Virtual Fences (DVFs) as part of a BIM-based prevention program for construction safety following the Safety Code of Quebec Provence in Canada. First, the Safety Code is reviewed to identify the information that has spatial aspects that can be represented in BIM. Then, a method is proposed for automatically identifying falling and collision risks and generating DVFs. In this method, workspaces are generated in BIM based on Work Breakdown Structure (WBS) deliverables, the project schedule, the dimensions of equipment, and the geometry of the building. One set of DVFs for collision prevention is generated based on those workspaces. Another set of DVFs is generated where physical barriers are needed for fall prevention. The generated DVFs are used coupled with Real-time Location System (RTLS) tracking of workers and physical fences to check safety requirements and to provide safety warnings.</p>","","","","","","","","","","","","","","","","","9-12 Dec. 2012","","ACM","ACM Conferences"
"Why are industrial agile teams using metrics and how do they use them?","E. Kupiainen; M. V. Mäntylä; J. Itkonen","Aalto University, Finland","Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics","20160129","2014","","","23","29","<p> Agile development methods are increasing in popularity, yet there are limited studies on the reasons and use of metrics in industrial agile development. This paper presents preliminary results from a systematic literature review. Based on our study, metrics and their use are focused to the following areas: Iteration planning, Iteration tracking, Motivating and improving, Identifying process problems, Pre-release quality, Post-release quality and Changes in processes or tools. The findings are mapped against agile principles and it seems that the use of metrics supports the principles with some deviations. Surprisingly, we find little evidence of the use of code metrics. Also, we note that there is a lot of evidence on the use of planning and tracking metrics. Finally, the use of metrics to motivate and enforce process improvements as well as applicable quality metrics can be interesting future research topics. </p>","","","10.1145/2593868.2593873","","","Agile software development;measurement;metrics","","","","","","1","","","","","3-3 June 2014","","ACM","ACM Conferences"
"An exploratory study of the pull-based software development model","G. Gousios; M. Pinzger; A. v. Deursen","Delft University of Technology, Netherlands","Proceedings of the 36th International Conference on Software Engineering","20160129","2014","","","345","355","<p> The advent of distributed version control systems has led to the development of a new paradigm for distributed software development; instead of pushing changes to a central repository, developers pull them from other repositories and merge them locally. Various code hosting sites, notably Github, have tapped on the opportunity to facilitate pull-based development by offering workflow support tools, such as code reviewing systems and integrated issue trackers. In this work, we explore how pull-based software development works, first on the GHTorrent corpus and then on a carefully selected sample of 291 projects. We find that the pull request model offers fast turnaround, increased opportunities for community engagement and decreased time to incorporate contributions. We show that a relatively small number of factors affect both the decision to merge a pull request and the time to process it. We also examine the reasons for pull request rejection and find that technical ones are only a small minority. </p>","","","10.1145/2568225.2568260","","","Pull-based development;distributed software development;empirical software engineering;pull request","","","","","38","","","","","","May 31 2014-June 7 2014","","ACM","ACM Conferences"
"Scaffolding students' learning using test my code","A. Vihavainen; T. Vikberg; M. Luukkainen; M. Pärtel","University of Helsinki, Helsinki, Finland","Proceedings of the 18th ACM conference on Innovation and technology in computer science education","20160129","2013","","","117","122","<p>As programming is the basis of many CS courses, meaningful activities in supporting students on their journey towards being better programmers is a matter of utmost importance. Programming is not only about learning simple syntax constructs and their applications, but about honing practical problem-solving skills in meaningful contexts. In this article, we describe our current work on an automated assessment system called Test My Code (TMC), which is one of the feedback and support mechanisms that we use in our programming courses. TMC is an assessment service that (1) enables building of scaffolding into programming exercises; (2) retrieves and updates tasks into the students' programming environment as students work on them, and (3) causes no additional overhead to students' programming process. Instructors benefit from TMC as it can be used to perform code reviews, and collect and send feedback even on fully on-line courses.</p>","","","10.1145/2462476.2462501","","","automatic assessment;extreme apprenticeship;programming;situated learning;testing;verification","","","","","5","","","","","","1-3 July 2013","","ACM","ACM Conferences"
"Data parallelism in Haskell","M. M. T. Chakravarty","University of New South Wales, Sydney, Australia","Proceedings of the 2nd ACM SIGPLAN workshop on Functional high-performance computing","20160129","2013","","","97","98","<p>The implicit data parallelism in collective operations on aggregate data structures constitutes an attractive parallel programming model for functional languages. Beginning with our work on integrating nested data parallelism into Haskell, we explored a variety of different approaches to array-centric data parallel programming in Haskell, experimented with a range of code generation and optimisation strategies, and targeted both multicore CPUs and GPUs. In addition to practical tools for parallel programming, the outcomes of this research programme include more widely applicable concepts, such as Haskell's type families and stream fusion.</p> <p>In this talk, I will contrast the different approaches to data parallel programming that we explored. I will discuss their strengths and weaknesses and review what we have learnt in the course of exploring the various options. This includes our experience of implementing these approaches in the Glasgow Haskell Compiler as well the experimental results that we have gathered so far. Finally, I will outline the remaining open challenges and our plans for the future.</p> <p>This talk is based on joint work with Gabriele Keller, Sean Lee, Roman Leshchinskiy, Ben Lippmeier, Trevor L. McDonell, and Simon Peyton Jones.</p>","","","10.1145/2502323.2508151","","","array programming;code optimisation;data parallelism;haskell","","","","","","","","","","","23-23 Sept. 2013","","ACM","ACM Conferences"
"ADAM: External dependency-driven architecture discovery and analysis of quality attributes","D. Ganesan; M. Lindvall","Fraunhofer Center for Experimental Software Engineering, College Park","ACM Transactions on Software Engineering and Methodology (TOSEM)","20160129","2014","23","2","1","51","<p>This article introduces the Architecture Discovery and Analysis Method (ADAM). ADAM supports the discovery of module and runtime views as well as the analysis of quality attributes, such as testability, performance, and maintainability, of software systems. The premise of ADAM is that the implementation constructs, architecture constructs, concerns, and quality attributes are all influenced by the external entities (e.g., libraries, frameworks, COTS software) used by the system under analysis. The analysis uses such external dependencies to identify, classify, and review a minimal set of key source-code files supported by a knowledge base of the external entities. Given the benefits of analyzing external dependencies as a way to discover architectures and potential risks, it is demonstrated that dependencies to external entities are useful not only for architecture discovery but also for analysis of quality attributes. ADAM is evaluated using the NASA's Space Network Access System (SNAS). The results show that this method offers systematic guidelines for discovering the architecture and locating potential risks (e.g., low testability and decreased performance) that are hidden deep inside the system implementation. Some generally applicable lessons for developers and analysts, as well as threats to validity are also discussed.</p>","1049-331X;1049331X","","10.1145/2529998","","","Concerns;external entities;knowledge base;maintainability;module and runtime views;quality;reverse engineering;software architecture;testability","","","","","","","","","","","March 2014","","ACM","ACM Journals & Magazines"
"Heterogeneous computing: what does it mean for compiler research?","N. Rubin","Nvidia Research, Santa Clara, CA, USA","Proceedings of the 19th ACM SIGPLAN symposium on Principles and practice of parallel programming","20160129","2014","","","315","316","<p>The current trend in computer architecture is to increase the number of cores, to create specialized types of cores within a single machine, and to network such machines together in very fluid web/cloud computing arrangements. Compilers have traditionally focused on optimizations to code that improve performance, but is that the right target to speed up real applications? Consider loading a web page (like starting GMAIL) the page is transferred to the client, any JavaScript is compiled, the JavaScript executes, and the page gets displayed. The classic compiler model (which was first developed in the late 50's) was a great fit for single core machines but has fallen behind architecture, and language. For example how do you compile a single program for a machine that has both a CPU and a graphics coprocessor (a GPU) with a very different programming and memory model? Together with the changes in architecture there have been changes in programming languages. Dynamic languages are used more, static languages are used less. How does this effect compiler research? In this talk, I'll review a number of traditional compiler research challenges that have (or will) become burning issues and will describe some new problems areas that were not considered in the past. For example language specifica-tions are large complex technical documents that are difficult for non-experts to follow. Application programmers are often not willing to read these documents; can a compiler bridge the gap?</p>","","","10.1145/2555243.2558891","","","compilers;processor architectures;software architectures","","","","","","","","","","","15-19 Feb. 2014","","ACM","ACM Conferences"
"Discrete event design patterns.","M. Hamri; R. Messouci; C. Frydman","LSIS UMR CNRS 7296, Marseille, France","Proceedings of the 2013 ACM SIGSIM conference on Principles of advanced discrete simulation","20160129","2013","","","349","354","<p>In this paper we highlight techniques from software engineering to design and code the behaviors of object. After a review of behavioral design patterns, we propose the state event design pattern to design basic behaviors described with state machines. In this pattern we objectify events in addition to states. Then, we generalize this pattern to DEVS behaviors. Thus, the DEVS designers may take profit from this technique to design simulations.</p>","","","10.1145/2486092.2486138","","","behavior of object;design patterns;devs;finite state machines;implementation of simulation","","","","","","","","","","","19-22 May 2013","","ACM","ACM Conferences"
"Rebuild processing in RAID5 with emphasis on the supplementary parity augmentation method[37]","A. Thomasian","Thomasian &#38; Associates, Pleasantville, NY","ACM SIGARCH Computer Architecture News","20160129","2012","40","2","18","27","<p>The rotated parity RAID5 disk array tolerates single disk failures by continuing operation by on-demand reconstruction of data blocks of the failed disk, until the systematic reconstruction of the contents of the failed disk is completed by the rebuild process on a spare disk. Supplementary Parity Augmentation (SPA), unlike the pyramid code, which has two parities covering half of the arrays disks each, extends RAID5's P parity with an additional S parity, which covers half of the disks. The extra load with respect to RAID5 of updating the S parity by one half of the disks is compensated by the more efficient on demand reconstructtion and rebuild processing when a disk fails. Although SPA has the same disk space redundancy level as RAID6, unlike RAID6 it can only deal with roughly half of all possible double disk failure cases for eight disks. For rebuild processing SPA reads half of the disks required by RAID5 and this leads to a higher Mean Time to Data Loss than RAID5, since fewer Latent Sector Errors are encountered. We review performance and reliability modeling of RAID5 arrays to provide insights into SPA's performance and reliability, which cannot be gained from numerical results alone. SPA is outperformed by the Intra-Disk Redundancy schemes combined with RAID5, which results in RAID6's reliability and RAID5 performance.</p>","0163-5964;01635964","","10.1145/2234336.2234340","","","","","","","","","1","","","","","May 2012","","ACM","ACM Journals & Magazines"
"Quests to mastery","S. Beth","Common Dreams Ltd, Christchurch, New Zealand","Proceedings of The 8th Australasian Conference on Interactive Entertainment","20160129","2012","","","1","1","<p>A documentary film, US AND THE GAME INDUSTRY (2012) comes to you as curious field research into some works by touted international independent games developers. Three years in the making it focuses on 2D and 3D aesthetic. The games are at the more succinct end of game design scales. Set within minimal systems adherence or within seeming new phases of game asceticism, the film sustains inquiry into design purpose and the principles of dynamic play.</p> <p>There are five developers featured. Their games are deliverable to PC/Mac, Play Station 3, the I-pad or I- phone, the DS and for server supported play. All are high caliber participants in computer science and conceptual thinking, born near the early 1980's. They carry with them expansive formative experience with computer game forms. They attended American universities; Cornell, North Western, Stanford, USC and Parsons; one recently graduated with a Phd at IT, Copenhagen. One American resident is Chinese born. A fifth developer is born and educated in Australia. For this group familiarity with algorithms and decades of temporal lives with computers for play was the norm. These characters as a social group who have not only experienced thousands of hours with rules of play but are players as consumers who have now switched to development. They were challenged by boredom and by opportunity, who, ignoring other explosions such as gamification trends, set off to wield connoisseur status and provide elegant ideas for universal appeal. They, against the tide of 'the market', are almost recluses for months and years repeatedly so as to focus individual attention on the complexity of code, the exquisite natures of flow and games' potentials for human satisfactions.</p> <p>Robin Hunicke is Executive Producer of JOURNEY.(thatgamecompany) and Jenova Chen is creative director. This company's latest game is an adventure game held to the form of a mono myth. Zach Gage <i>(SpellTower)</i> is a concept artist and a relati- e newcomer to games design. <i>SpellTower</i> is a word game trumping word games. Alexander Bruce (Demruth) has been working five years on one adventure experience for the mind, <i>Antichamber</i>. It uses non- ecludiean geometry. Douglas Wilson (Die Gute Fabrik), is producing a swamp opera this year titled MUTAZIONE. Jason Rohrer, developer of short games these last four years is to reveal his next game, THE CASTLE DOCTRINE in the film.</p> <p>These developers and their retinues stand as unique in their investment in one --off game development. Their works represent the edge of critical review. This cluster is a brief representation of people making games sophisticated enough that many are taking pause with them in the ride of life and cultural selection. Their scrutiny and élan with dynamism, puzzles, myth and story speak of riches to be tackled and felt.</p> <p>The filmed subjects are presented in interviews, with their work and in dialogues with some peers. Other designers and developers in support are: Richard Lemarchand and Nicholas Fortugno. Also, Austin Wintory, composer for JOURNEY and designers and engineers of the JOURNEY team active during 2009--2012.</p>","","","10.1145/2336727.2336752","","","","","","","","","","","","","","21-22 July 2012","","ACM","ACM Conferences"
"Coding theory for scalable media delivery","M. G. Luby","Qualcomm Technologies, Inc., Berkeley, CA, USA","Proceedings of the 2014 ACM symposium on Principles of distributed computing","20160129","2014","","","153","155","<p>A review of a collaborative body of work focused on coding theory with applications to scalable media delivery.</p>","","","10.1145/2611462.2611515","","","broadcast;coding theory;erasure codes;file delivery;reliability;scalability;streaming","","","","","","","","","","","15-18 July 2014","","ACM","ACM Conferences"
"Feature-based object identification for web automation","C. Herzog; I. Kordomatis; W. Holzinger; R. R. Fayzrakhmanov; B. Krüpl-Sypien","Vienna University of Technology","Proceedings of the 28th Annual ACM Symposium on Applied Computing","20160129","2013","","","742","749","<p>In this paper, we address automatic identification of common functional structures on web pages, a fundamental problem for web automation applications and graphical user interface testing. In contrast to other approaches, we aim to identify relevant patterns without relying on the source code of a web page or keywords, utilizing mostly geometrical and visually perceptible properties. We achieve this by transforming pages into an independent geometrical representation, on top of which we extract a set of features that allows us to employ traditional machine learning techniques for the identification task. We evaluate this approach by analyzing three typical scenarios, reviewing the obtained information retrieval key metrics and estimating the relevance of the chosen features. Our initial results demonstrate the feasibility of the proposed approach.</p>","","","10.1145/2480362.2480504","","","machine learning;web accessibility;web automation;web object identification;web page visual representation","","","","","1","","","","","","18-22 March 2013","","ACM","ACM Conferences"
