Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Apposcopy: semantics-based detection of Android malware through static analysis,Y. Feng; S. Anand; I. Dillig; A. Aiken,"University of Texas at Austin, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,576,587,"<p> We present Apposcopy, a new semantics-based approach for identifying a prevalent class of Android malware that steals private user information. Apposcopy incorporates (i) a high-level language for specifying signatures that describe semantic characteristics of malware families and (ii) a static analysis for deciding if a given application matches a malware signature. The signature matching algorithm of Apposcopy uses a combination of static taint analysis and a new form of program representation called Inter-Component Call Graph to efficiently detect Android applications that have certain control- and data-flow properties. We have evaluated Apposcopy on a corpus of real-world Android applications and show that it can effectively and reliably pinpoint malicious applications that belong to certain malware families. </p>",,,10.1145/2635868.2635869,,,Android;Inter-component Call Graph;Taint Analysis,,,,,29,1,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Software developers' perceptions of productivity,A. N. Meyer; T. Fritz; G. C. Murphy; T. Zimmermann,"University of Zurich, Switzerland",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,19,29,"<p> The better the software development community becomes at creating software, the more software the world seems to demand. Although there is a large body of research about measuring and investigating productivity from an organizational point of view, there is a paucity of research about how software developers, those at the front-line of software construction, think about, assess and try to improve their productivity. To investigate software developers' perceptions of software development productivity, we conducted two studies: a survey with 379 professional software developers to help elicit themes and an observational study with 11 professional software developers to investigate emergent themes in more detail. In both studies, we found that developers perceive their days as productive when they complete many or big tasks without significant interruptions or context switches. Yet, the observational data we collected shows our participants performed significant task and activity switching while still feeling productive. We analyze such apparent contradictions in our findings and use the analysis to propose ways to better support software developers in a retrospection and improvement of their productivity through the development of new tools and the sharing of best practices. </p>",,,10.1145/2635868.2635892,,,goal setting;productivity;retrospection,,,,,12,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Diagnose crashing faults on production software,R. Wu,"Hong Kong University of Science and Technology, China",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,771,774,"<p> Software crashes are severe manifestations of software faults. Especially, software crashes in production software usually result in bad user experiences. Therefore, crashing faults mostly are required to be fixed with a high priority. Diagnosing crashing faults on production software is non-trivial, due to the characteristics of production environment. In general, it is required to address two major challenges. First, crash reports in production software are usually numerous, since production software is used by a large number of end users in various environments and configurations. Especially, a single fault may manifest as different crash reports, which makes the prioritizing debugging and understanding faults difficult. Second, deployed software is required to run with minimal overhead and cannot afford a heavyweight instrumentation approach to collect program execution information. Furthermore, end users require that the logged information should not reveal sensitive production data. This thesis contributes for developing crashing fault diagnosis tools that can be used in production environment. </p>",,,10.1145/2635868.2666601,,,Crash stack;software analytics;software crash;statistical debugging,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Titan: a toolset that connects software architecture with quality analysis,L. Xiao; Y. Cai; R. Kazman,"Drexel University, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,763,766,"<p> In this tool demo, we will illustrate our tool---Titan---that supports a new architecture model: design rule spaces (DRSpaces). We will show how Titan can capture both architecture and evolutionary structure and help to bridge the gap between architecture and defect prediction. We will demo how to use our toolset to capture hundreds of buggy files into just a few architecturally related groups, and to reveal architecture issues that contribute to the error-proneness and change-proneness of these groups. Our tool has been used to analyze dozens of large-scale industrial projects, and has demonstrated its ability to provide valuable direction on which parts of the architecture are problematic, and on why, when, and how to refactor. The video demo of Titan can be found at https://art.cs.drexel.edu/~lx52/titan.mp4 </p>",,,10.1145/2635868.2661677,,,Software Architecture;Software Quality;Software maintenance,,,,,12,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
The plastic surgery hypothesis,E. T. Barr; Y. Brun; P. Devanbu; M. Harman; F. Sarro,"University College London, UK",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,306,317,"<p> Recent work on genetic-programming-based approaches to automatic program patching have relied on the insight that the content of new code can often be assembled out of fragments of code that already exist in the code base. This insight has been dubbed the plastic surgery hypothesis; successful, well-known automatic repair tools such as GenProg rest on this hypothesis, but it has never been validated. We formalize and validate the plastic surgery hypothesis and empirically measure the extent to which raw material for changes actually already exists in projects. In this paper, we mount a large-scale study of several large Java projects, and examine a history of 15,723 commits to determine the extent to which these commits are graftable, i.e., can be reconstituted from existing code, and find an encouraging degree of graftability, surprisingly independent of commit size and type of commit. For example, we find that changes are 43% graftable from the exact version of the software being changed. With a view to investigating the difficulty of finding these grafts, we study the abundance of such grafts in three possible sources: the immediately previous version, prior history, and other projects. We also examine the contiguity or chunking of these grafts, and the degree to which grafts can be found in the same file. Our results are quite promising and suggest an optimistic future for automatic program patching methods that search for raw material in already extant code in the project being patched. </p>",,,10.1145/2635868.2635898,,,Software graftability;automated program repair;code reuse;empirical software engineering;mining software repositories,,,,,16,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Critics: an interactive code review tool for searching and inspecting systematic changes,T. Zhang; M. Song; M. Kim,"University of California at Los Angeles, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,755,758,"<p> During peer code reviews, developers often examine program differences. When using existing program differencing tools, it is difficult for developers to inspect systematic changesäóîsimilar, related changes that are scattered across multiple files. Developers cannot easily answer questions such as ""what other code locations changed similar to this change?"" and ""are there any other locations that are similar to this code but are not updated?"" In this paper, we demonstrate Critics, an Eclipse plug-in that assists developers in inspecting systematic changes. It (1) allows developers to customize a context-aware change template, (2) searches for systematic changes using the template, and (3) detects missing or inconsistent edits. Developers can interactively refine the customized change template to see corresponding search results. Critics has potential to improve developer productivity in inspecting large, scattered edits during code reviews. The tool's demonstration video is available at https://www.youtube.com/watch?v=F2D7t_Z5rhk </p>",,,10.1145/2635868.2661675,,,Software Evolution;code reviews;program differencing,,,,,1,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Learning natural coding conventions,M. Allamanis; E. T. Barr; C. Bird; C. Sutton,"University of Edinburgh, UK",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,281,293,"<p> Every programmer has a characteristic style, ranging from preferences about identifier naming to preferences about object relationships and design patterns. Coding conventions define a consistent syntactic style, fostering readability and hence maintainability. When collaborating, programmers strive to obey a projectäó»s coding conventions. However, one third of reviews of changes contain feedback about coding conventions, indicating that programmers do not always follow them and that project members care deeply about adherence. Unfortunately, programmers are often unaware of coding conventions because inferring them requires a global view, one that aggregates the many local decisions programmers make and identifies emergent consensus on style. We present NATURALIZE, a framework that learns the style of a codebase, and suggests revisions to improve stylistic consistency. NATURALIZE builds on recent work in applying statistical natural language processing to source code. We apply NATURALIZE to suggest natural identifier names and formatting conventions. We present four tools focused on ensuring natural code during development and release management, including code review. NATURALIZE achieves 94 % accuracy in its top suggestions for identifier names. We used NATURALIZE to generate 18 patches for 5 open source projects: 14 were accepted. </p>",,,10.1145/2635868.2635883,,,Coding conventions;naturalness of software,,,,,22,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Statistical symbolic execution with informed sampling,A. Filieri; C. S. PÛ€sÛ€reanu; W. Visser; J. Geldenhuys,"University of Stuttgart, Germany",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,437,448,"<p> Symbolic execution techniques have been proposed recently for the probabilistic analysis of programs. These techniques seek to quantify the likelihood of reaching program events of interest, e.g., assert violations. They have many promising applications but have scalability issues due to high computational demand. To address this challenge, we propose a statistical symbolic execution technique that performs Monte Carlo sampling of the symbolic program paths and uses the obtained information for Bayesian estimation and hypothesis testing with respect to the probability of reaching the target events. To speed up the convergence of the statistical analysis, we propose Informed Sampling, an iterative symbolic execution that first explores the paths that have high statistical significance, prunes them from the state space and guides the execution towards less likely paths. The technique combines Bayesian estimation with a partial exact analysis for the pruned paths leading to provably improved convergence of the statistical analysis. We have implemented statistical symbolic execution with informed sampling in the Symbolic PathFinder tool. We show experimentally that the informed sampling obtains more precise results and converges faster than a purely statistical analysis and may also be more efficient than an exact symbolic analysis. When the latter does not terminate symbolic execution with informed sampling can give meaningful results under the same time and memory limits. </p>",,,10.1145/2635868.2635899,,,Statistical Symbolic Execution,,,,,3,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Estimating the effectiveness of spectrum-based fault localization,S. Song,"Nanjing University, China",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,814,816,"<p> Spectrum-Based Fault Localization (SBFL) techniques calculate risk values to predict buggy units in a program,but they may cause heavy manual work when the calculated risk values are not reasonable on some application scenarios. In this paper, presents a preliminary study to estimate the effectiveness of SBFL before manual code walk through, so that we can decide whether to adopt SBFL for a given application. </p>",,,10.1145/2635868.2661680,,,Debugging;Estimator;Fault localization;Risk formula,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Traceability and model checking to support safety requirement verification,S. Kan,"Nanjing University of Aeronautics and Astronautics, China",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,783,786,"<p> Ensuring safety-critical software safety requires strict verification of the conformance between safety requirements and programs. Formal verification techniques, such as model checking and theorem proving, can be used to partially realize this objective. DO-178C, a standard for airborne systems, allows formal verification techniques to replace certain forms of testing. My research is concerned with applying model checking to verify the conformance between safety requirements and programs. First, a formal language for specifying software safety requirements which are relevant to event sequences is introduced. Second, the traceability information models between formalized safety requirements and programs are built. Third, the checking of a program against a safety requirement is decomposed into smaller model checking problems by utilizing traceability information model between them. </p>",,,10.1145/2635868.2666606,,,Safety-critical software;event automata;model checking;safety requirements;traceability,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Software programmer management: a machine learning and human computer interaction framework for optimal task assignment,H. R. Joseph,"TU M&#252;nchen, Germany",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,826,828,<p> This paper attempts optimal task assignment at the enterprise-level by assigning complexity metrics to the programming tasks and predicting task completion times for each of these tasks based on a machine learning framework that factors in programmer attributes. The framework also considers real-time programmer state by using a simple EEG device to detect programmer mood. A final task assignment is made using a PDTS solver. </p>,,,10.1145/2635868.2661684,,,Complexity metrics;completion time prediction;task assignment,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
BumbleBee: a refactoring environment for spreadsheet formulas,F. Hermans; D. Dig,"Delft University of Technology, Netherlands",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,747,750,"<p> Spreadsheets are widely used in industry. It is estimated that end-user programmers outnumber regular programmers by a factor of 5. However, spreadsheets are error-prone: several reports exist of companies that have lost big sums of money due to spreadsheet errors. In previous work, spreadsheet smells have proven to be the cause of some of these errors. To that end, we have developed a tool that can apply refactorings to spreadsheet formulas, implementing our previous work on spreadsheet refactoring, which showed that spreadsheet formula smells are very common and that refactorings for them are widely applicable and that refactoring them with a tool is both quicker and less error-prone. Our new tool Bumblebee is able to execute refactorings originating from both these papers, by means of an extensible syntax, and can furthermore apply refactorings on entire groups of formulas, thus improving upon the existing tool RefBook. Finally, BumbleBee can also execute transformations other than refactorings. </p>",,,10.1145/2635868.2661673,,,end-user programming;spreadsheets;transformation,,,,,6,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Achieving lightweight trustworthy traceability,J. Cleland-Huang; M. Rahimi; P. Mí_der,"DePaul University, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,849,852,"<p> Despite the fact that traceability is a required element of almost all safety-critical software development processes, the trace data is often incomplete, inaccurate, redundant, conflicting, and outdated. As a result, it is neither trusted nor trustworthy. In this vision paper we propose a philosophical change in the traceability landscape which transforms traceability from a heavy-weight process producing untrusted trace links, to a light-weight results-oriented trustworthy solution. Current traceability practices which retard agility are cast away and replaced with a disciplined, just-in-time approach. The novelty of our solution lies in a clear separation of trusted trace links from untrusted ones, the change in perspective from `living-with' inacurate traces toward rigorous and ongoing debridement of stale links from the trusted pool, and the notion of synthesizing available `project exhaust' as evidence to systematically construct or reconstruct purposed, highly-focused trace links. </p>",,,10.1145/2635868.2666612,,,Safety Critical;Traceability,,,,,3,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
A foundation for refactoring C with macros,J. L. Overbey; F. Behrang; M. Hafiz,"Auburn University, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,75,85,"<p> This paper establishes the concept of ""preprocessor dependences"" as a foundation for building automated refactoring tools that transform source code containing lexical macros and conditional compilation directives, such as those provided by the C preprocessor. We define a preprocessor dependence graph (PPDG) that models the relationships among macro definitions, macro invocations, and conditional compilation directives in a file--the relationships that must be maintained for the semantics of the C preprocessor to be preserved. For many refactorings, a tool can construct a PPDG from the code before and after it is transformed, then perform a linear-time comparison of the two graphs to determine whether the refactoring will operate correctly in the presence of macros and conditional compilation directives. The proposed technique was implemented in OpenRefactory/C and tested by applying refactorings to GNU Coreutils version 8.21. Empirical results indicate that the technique is effective; it successfully handled refactoring scenarios in which Eclipse CDT, Visual Assist X, and XRefactory all refactored code incorrectly. </p>",,,10.1145/2635868.2635908,,,C;Preprocessor;Refactoring,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
On the efficiency of automated testing,M. Bí_hme; S. Paul,"Saarland University, Germany",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,632,642,"<p> The aim of automated program testing is to gain confidence about a program's correctness by sampling its input space. The sampling process can be either systematic or random. For every systematic testing technique the sampling is informed by the analysis of some program artefacts, like the specification, the source code (e.g., to achieve coverage), or even faulty versions of the program (e.g., mutation testing). This analysis incurs some cost. In contrast, random testing is unsystematic and does not sustain any analysis cost. In this paper, we investigate the theoretical efficiency of systematic versus random testing. First, we mathematically model the most effective systematic testing technique S_0 in which every sampled test input strictly increases the ""degree of confidence"" and is subject to the analysis cost c. Note that the efficiency of S_0 depends on c. Specifically, if we increase c, we also increase the time it takes S_0 to establish the same degree of confidence. So, there exists a maximum analysis cost beyond which R is generally more efficient than S_0. Given that we require the confidence that the program works correctly for x% of its input, we prove an upper bound on c of S_0, beyond which R is more efficient on the average. We also show that this bound depends asymptotically only on x. For instance, let R take 10ms time to sample one test input; to establish that the program works correctly for 90% of its input, S_0 must take less than 41ms to sample one test input. Otherwise, R is expected to establish the 90%-degree of confidence earlier. We prove similar bounds on the cost if the software tester is interested in revealing as many errors as possible in a given time span. </p>",,,10.1145/2635868.2635923,,,Efficient Testing;Error-based Partitioning;Partition Testing;Random Testing;Testing Theory,,,,,2,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Building call graphs for embedded client-side code in dynamic web applications,H. V. Nguyen; C. Kí_stner; T. N. Nguyen,"Iowa State University, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,518,529,"<p> When developing and maintaining a software system, programmers often rely on IDEs to provide editor services such as syntax highlighting, auto-completion, and ""jump to declaration"". In dynamic web applications, such tool support is currently limited to either the server-side code or to hand-written or generated client-side code. Our goal is to build a call graph for providing editor services on client-side code while it is still embedded as string literals within server-side code. First, we symbolically execute the server-side code to identify all possible client-side code variations. Subsequently, we parse the generated client-side code with all its variations into a VarDOM that compactly represents all DOM variations for further analysis. Based on the VarDOM, we build conditional call graphs for embedded HTML, CSS, and JS. Our empirical evaluation on real-world web applications show that our analysis achieves 100% precision in identifying call-graph edges. 62% of the edges cross PHP strings, and 17% of them cross files - in both situations, navigation without tool support is tedious and error prone. </p>",,,10.1145/2635868.2635928,,,Call Graphs;Embedded Code;Web Code Analysis,,,,,6,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Identifying the characteristics of vulnerable code changes: an empirical study,A. Bosu; J. C. Carver; M. Hafiz; P. Hilley; D. Janni,"University of Alabama, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,257,268,"<p> To focus the efforts of security experts, the goals of this empirical study are to analyze which security vulnerabilities can be discovered by code review, identify characteristics of vulnerable code changes, and identify characteristics of developers likely to introduce vulnerabilities. Using a three-stage manual and automated process, we analyzed 267,046 code review requests from 10 open source projects and identified 413 Vulnerable Code Changes (VCC). Some key results include: (1) code review can identify common types of vulnerabilities; (2) while more experienced contributors authored the majority of the VCCs, the less experienced contributors' changes were 1.8 to 24 times more likely to be vulnerable; (3) the likelihood of a vulnerability increases with the number of lines changed, and (4) modified files are more likely to contain vulnerabilities than new files. Knowing which code changes are more prone to contain vulnerabilities may allow a security expert to concentrate on a smaller subset of submitted code changes. Moreover, we recommend that projects should: (a) create or adapt secure coding guidelines, (b) create a dedicated security review team, (c) ensure detailed comments during review to help knowledge dissemination, and (d) encourage developers to make small, incremental changes rather than large changes. </p>",,,10.1145/2635868.2635880,,,code review;inspection;open source;security defects;vulnerability,,,,,7,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
How we get there: a context-guided search strategy in concolic testing,H. Seo; S. Kim,"Hong Kong University of Science and Technology, China",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,413,424,"<p> One of the biggest challenges in concolic testing, an automatic test generation technique, is its huge search space. Concolic testing generates next inputs by selecting branches from previous execution paths. However, a large number of candidate branches makes a simple exhaustive search infeasible, which often leads to poor test coverage. Several search strategies have been proposed to explore high-priority branches only. Each strategy applies different criteria to the branch selection process but most do not consider context, how we got to the branch, in the selection process. In this paper, we introduce a context-guided search (CGS) strategy. CGS looks at preceding branches in execution paths and selects a branch in a new context for the next input. We evaluate CGS with two publicly available concolic testing tools, CREST and CarFast, on six C subjects and six Java subjects. The experimental results show that CGS achieves the highest coverage of all twelve subjects and reaches a target coverage with a much smaller number of iterations on most subjects than other strategies. </p>",,,10.1145/2635868.2635872,,,Concolic testing;search strategies;symbolic execution,,,,,9,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Minimizing software conflicts through proactive detection of conflicts and task scheduling,B. K. Kasi,"University of Nebraska-Lincoln, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,807,810,"<p> Software conflicts arising because of conflicting changes are a regular occurrence and delay projects. Workspace awareness tools have been proposed to facilitate task coordination among developers, enabling them to identify potential conflicts early, while conflicts are still easy to resolve. However, these tools have limitations, as they identify conflicts after conflicts have already occurred and therefore, are unable to prevent developersäó» time and effort spent in resolving the conflicts. The goal of this Ph.D. research is to: (1) characterize the distribution of conflicts, their frequency and the factors within a project that affects the distribution and frequency of conflicts, (2) design and implement a conflict minimization technique that proactively identifies potential conflicts by analyzing developersäó» tasks and avoids them by scheduling tasks in a conflict minimal manner and (3) evaluate the proposed approach using historic data from OSS projects and through user evaluations. Thus far, we have implemented our approach and evaluated it with historic data from four OSS projects and through simulated data. </p>",,,10.1145/2635868.2666600,,,Collaborative software development;simulations;task scheduling,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Detecting energy bugs and hotspots in mobile apps,A. Banerjee; L. K. Chong; S. Chattopadhyay; A. Roychoudhury,"National University of Singapore, Singapore",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,588,598,"<p> Over the recent years, the popularity of smartphones has increased dramatically. This has lead to a widespread availability of smartphone applications. Since smartphones operate on a limited amount of battery power, it is important to develop tools and techniques that aid in energy-efficient application development. Energy inefficiencies in smartphone applications can broadly be categorized into energy hotspots and energy bugs. An energy hotspot can be described as a scenario where executing an application causes the smartphone to consume abnormally high amount of battery power, even though the utilization of its hardware resources is low. In contrast, an energy bug can be described as a scenario where a malfunctioning application prevents the smartphone from becoming idle, even after it has completed execution and there is no user activity. In this paper, we present an automated test generation framework that detects energy hotspots/bugs in Android applications. Our framework systematically generates test inputs that are likely to capture energy hotspots/bugs. Each test input captures a sequence of user interactions (e.g. touches or taps on the smartphone screen) that leads to an energy hotspot/bug in the application. Evaluation with 30 freely-available Android applications from Google Play/F-Droid shows the efficacy of our framework in finding hotspots/bugs. Manual validation of the experimental results shows that our framework reports reasonably low number of false positives. Finally, we show the usage of the generated results by improving the energy-efficiency of some Android applications. </p>",,,10.1145/2635868.2635871,,,Energy consumption;Mobile apps;Non-functional testing,,,,,26,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Integrating approaches for feature implementation,B. Behringer,"University of Luxembourg, Luxembourg / htw saar, Germany",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,775,778,"<p> Compositional and annotative approaches are two competing yet complementary candidates for implementing feature-oriented software product lines. While the former provides real modularity, the latter excels concerning expressiveness. To combine the respective advantages of compositional and annotative approaches, we aim at unifying their underlying representations by leveraging the snippet system instead of directories and files. In addition, to exploit this unification, we propose different editable views. </p>",,,10.1145/2635868.2666605,,,Software product lines;features;modularity;snippets;virtual separation of concerns,,,,,1,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
SymJS: automatic symbolic testing of JavaScript web applications,G. Li; E. Andreasen; I. Ghosh,"Fujitsu Labs, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,449,459,"<p> We present SymJS, a comprehensive framework for automatic testing of client-side JavaScript Web applications. The tool contains a symbolic execution engine for JavaScript, and an automatic event explorer for Web pages. Without any user intervention, SymJS can automatically discover and explore Web events, symbolically execute the associated JavaScript code, refine the execution based on dynamic feedbacks, and produce test cases with high coverage. The symbolic engine contains a symbolic virtual machine, a string-numeric solver, and a symbolic executable DOM model. SymJS's innovations include a novel symbolic virtual machine for JavaScript Web, symbolic+dynamic feedback directed event space exploration, and dynamic taint analysis for enhancing event sequence construction. We illustrate the effectiveness of SymJS on standard JavaScript benchmarks and various real-life Web applications. On average SymJS achieves over 90% line coverage for the benchmark programs, significantly outperforming existing methods. </p>",,,10.1145/2635868.2635913,,,Automatic Software Testing;Event Sequence;JavaScript;Symbolic Execution;Taint Analysis;Web,,,,,6,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Managing lots of models: the FaMine approach,D. Wille,"TU Braunschweig, Germany",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,817,819,<p> In this paper we present recent developments in reverse engineering variability for block-based data-flow models. </p>,,,10.1145/2635868.2661681,,,Analysis;Family Model Mining;SPL;Variability,,,,,1,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Vector abstraction and concretization for scalable detection of refactorings,N. A. Milea; L. Jiang; S. C. Khoo,"National University of Singapore, Singapore",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,86,97,"<p> Automated techniques have been proposed to either identify refactoring opportunities (i.e., code fragments that can be but have not yet been restructured in a program), or reconstruct historical refactorings (i.e., code restructuring operations that have happened between different versions of a program). In this paper, we propose a new technique that can detect both refactoring opportunities and historical refactorings in large code bases. The key of our technique is the design of vector abstraction and concretization operations that can encode code changes induced by certain refactorings as characteristic vectors. Thus, the problem of identifying refactorings can be reduced to the problem of identifying matching vectors, which can be solved efficiently. We have implemented our technique for Java. The prototype is applied to 200 bundle projects from the Eclipse ecosystem containing 4.5 million lines of code, and reports in total more than 32K instances of 17 types of refactoring opportunities, taking 25 minutes on average for each type. The prototype is also applied to 14 versions of 3 smaller programs (JMeter, Ant, XML-Security), and detects (1) more than 2.8K refactoring opportunities within individual versions with a precision of about 87%, and (2) more than 190 historical refactorings across consecutive versions of the programs with a precision of about 92%. </p>",,,10.1145/2635868.2635926,,,Refactoring Detection;Software Evolution;Vector-based Code Representation,,,,,2,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
An empirical analysis of flaky tests,Q. Luo; F. Hariri; L. Eloussi; D. Marinov,"University of Illinois at Urbana-Champaign, USA",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,643,653,"<p> Regression testing is a crucial part of software development. It checks that software changes do not break existing functionality. An important assumption of regression testing is that test outcomes are deterministic: an unmodified test is expected to either always pass or always fail for the same code under test. Unfortunately, in practice, some tests often called flaky testsäóîhave non-deterministic outcomes. Such tests undermine the regression testing as they make it difficult to rely on test results. We present the first extensive study of flaky tests. We study in detail a total of 201 commits that likely fix flaky tests in 51 open-source projects. We classify the most common root causes of flaky tests, identify approaches that could manifest flaky behavior, and describe common strategies that developers use to fix flaky tests. We believe that our insights and implications can help guide future research on the important topic of (avoiding) flaky tests. </p>",,,10.1145/2635868.2635920,,,Empirical study;flaky tests;non-determinism,,,,,18,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Selection and presentation practices for code example summarization,A. T. T. Ying; M. P. Robillard,"McGill University, Canada",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,460,471,"<p> Code examples are an important source for answering questions about software libraries and applications. Many usage contexts for code examples require them to be distilled to their essence: e.g., when serving as cues to longer documents, or for reminding developers of a previously known idiom. We conducted a study to discover how code can be summarized and why. As part of the study, we collected 156 pairs of code examples and their summaries from 16 participants, along with over 26 hours of think-aloud verbalizations detailing the decisions of the participants during their summarization activities. Based on a qualitative analysis of this data we elicited a list of practices followed by the participants to summarize code examples and propose empirically-supported hypotheses justifying the use of specific practices. One main finding was that none of the participants exclusively extracted code verbatim for the summaries, motivating abstractive summarization. The results provide a grounded basis for the development of code example summarization and presentation technology. </p>",,,10.1145/2635868.2635877,,,,,,,,6,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
Social network analysis in open source software peer review,X. Yang,"Nara Institute of Science and Technology, Japan",Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering,20161111,2014,,,820,822,"<p> Software peer review (aka. code review) is regarded as one of the most important approaches to keep software quality and productivity. Due to the distributed collaborations and communication nature of Open Source Software (OSS), OSS review differs from traditional industry review. Unlike other related works, this study investigated OSS peer review pro- cesses from social perspective by using social network anal- ysis (SNA). We analyzed the review history from three typi- cal OSS projects. The results provide hints on relationships among the OSS reviewers which can help to understand how developers work and communicate with each other. </p>",,,10.1145/2635868.2661682,,,open source;peer review;social network,,,,,,,,,,,16-21 Nov. 2014,,ACM,ACM Conferences
