Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
An Exploratory Study of Performance Regression Introducing Code Changes,J. Chen; W. Shang,"Dept. of Comput. Sci. & Software Eng., Concordia Univ. - Montreal, Montreal, QC, Canada",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,341,352,"Performance is an important aspect of software quality. In fact, large software systems failures are often due to performance issues rather than functional bugs. One of the most important performance issues is performance regression. Examples of performance regressions are response time degradation and increased resource utilization. Although performance regressions are not all bugs, they often have a direct impact on users' experience of the system. Due to the possible large impact of performance regressions, prior research proposes various automated approaches that detect performance regressions. However, the detection of performance regressions is conducted after the fact, i.e., after the system is built and deployed in the field or dedicated performance testing environments. On the other hand, there exists rich software quality research that examines the impact of code changes on software quality; while a majority of prior findings do not use performance regression as a sign of software quality degradation. In this paper, we perform an exploratory study on the source code changes that introduce performance regressions. We conduct a statistically rigorous performance evaluation on 1,126 commits from ten releases of Hadoop and 135 commits from five releases of RxJava. In particular, we repetitively run tests and performance micro-benchmarks for each commit while measuring response time, CPU usage, Memory usage and I/O traffic. We identify performance regressions in each test or performance micro-benchmark if there exists statistically significant degradation with medium or large effect sizes, in any performance metric. We find that performance regressions widely exist during the development of both subject systems. By manually examining the issue reports that are associated with the identified performance regression introducing commits, we find that the majority of the performance regressions are introduced while fixing other bugs. In addition, we id- ntify six root-causes of performance regressions. 12.5% of the examined performance regressions can be avoided or their impact may be reduced during development. Our findings highlight the need for performance assurance activities during development. Developers should address avoidable performance regressions and be aware of the impact of unavoidable performance regressions.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.13,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094434,Code Changes;Mining Software Repositories;Performance Regression,Computer bugs;Performance evaluation;Software quality;Software systems;Time factors,data handling;program debugging;program testing;public domain software;regression analysis;software performance evaluation;software quality,CPU usage;Hadoop;I/O traffic;RxJava;code changes;large software systems failures;memory usage;performance microbenchmarks;performance regression;resource utilization;response time;response time degradation;software quality,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Evaluating State-of-the-Art Free and Open Source Static Analysis Tools Against Buffer Errors in Android Apps,B. Aloraini; M. Nagappan,"Sch. of Comput. Sci., Univ. of Waterloo, Waterloo, ON, Canada",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,295,306,"Modern mobile apps incorporate rich and complex features, opening the doors for different security concerns. Android is the dominant platform in mobile app markets, and enhancing its apps security is a considerable area of research. Android malware (introduced intentionally by developers) has been well studied and many tools are available to detect them. However, little attention has been directed to address vulnerabilities caused unintentionally by developers in Android apps. Static analysis has been one way to detect such vulnerabilities in traditional desktop and server side desktop. Therefore, our research aims at assessing static analysis tools that could be used by Android developers. Our preliminary analysis revealed that Buffer Errors are the most frequent type of vulnerabilities that threaten Android apps. Also, we found that Buffer Errors in Android apps have the highest risk on Android that affects data integrity, confidentiality, and availability. Our main study therefore tested whether state-of-the-art static analysis tools could detect Buffer Errors in Android apps. We investigated 6 static analysis tools that are designed to detect Buffer Errors. The study shows that the free and open source state-of-the-art static analysis tools do not efficiently discover Buffer Error vulnerabilities in Android apps. We analyzed the tools carefully to see why they could not discover Buffer Errors and found that the lack of semantic analysis capabilities, inapplicability to Android apps, and the gap between native code and other contexts were some of the reasons. Thus, we concluded that there is a need to build better free and open source static analysis tools for detecting Buffer Errors in Android apps.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.77,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094430,Android Security;Buffer Errors;Static Analysis Tools,Androids;Databases;Humanoid robots;Security;Software;Static analysis;Tools,Android (operating system);invasive software;mobile computing;program diagnostics;public domain software,Android applications;Android malware;buffer errors;data availability;data confidentiality;data integrity;free-open source static analysis tools;static analysis tools,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Supervised vs Unsupervised Models: A Holistic Look at Effort-Aware Just-in-Time Defect Prediction,Q. Huang; X. Xia; D. Lo,"Coll. of Comput. Sci. & Technol., Zhejiang Univ., Hangzhou, China",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,159,170,"Effort-aware just-in-time (JIT) defect prediction aims at finding more defective software changes with limited code inspection cost. Traditionally, supervised models have been used; however, they require sufficient labelled training data, which is difficult to obtain, especially for new projects. Recently, Yang et al. proposed an unsupervised model (LT) and applied it to projects with rich historical bug data. Interestingly, they reported that, under the same inspection cost (i.e., 20 percent of the total lines of code modified by all changes), it could find more defective changes than a state-of-the-art supervised model (i.e., EALR). This is surprising as supervised models that benefit from historical data are expected to perform better than unsupervised ones. Their finding suggests that previous studies on defect prediction had made a simple problem too complex. Considering the potential high impact of Yang et al.'s work, in this paper, we perform a replication study and present the following new findings: (1) Under the same inspection budget, LT requires developers to inspect a large number of changes necessitating many more context switches. (2) Although LT finds more defective changes, many highly ranked changes are false alarms. These initial false alarms may negatively impact practitioners' patience and confidence. (3) LT does not outperform EALR when the harmonic mean of Recall and Precision (i.e., F1-score) is considered. Aside from highlighting the above findings, we propose a simple but improved supervised model called CBS. When compared with EALR, CBS detects about 15% more defective changes and also significantly improves Precision and F1-score. When compared with LT, CBS achieves similar results in terms of Recall, but it significantly reduces context switches and false alarms before first success. Finally, we also discuss the implications of our findings for practitioners and researchers.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.51,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094418,Bias;Change Classification;Cost Effectiveness;Evaluation,Analytical models;Computer bugs;Feature extraction;Inspection;Measurement;Predictive models;Software,inspection;just-in-time;learning (artificial intelligence);program debugging;public domain software;software cost estimation;software maintenance;software metrics,CBS;EALR;JIT defect prediction;LT;code inspection cost;defective software;effort-aware just-in-time defect prediction;harmonic mean;historical bug data;inspection budget;unsupervised model,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Understanding Android Application Programming and Security: A Dynamic Study,H. Cai; B. G. Ryder,"Washington State Univ., Pullman, WA, USA",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,364,375,"Most existing research for Android focuses on particular security issues, yet there is little broad understanding of Android application run-time characteristics and their implications. To mitigate this gap, we present the first systematic dynamic characterization study of Android apps that targets a broad understanding of application behaviors in Android. Through lightweight method-level profiling, we collected 59GB traces of method calls and Intent-based inter-component communication (ICC) from 125 popular Android apps and 62 pairs among them that enabled an intensive empirical investigation of their run-time behaviors. Our study revealed that, among other findings, (1) the application executions were overwhelmingly dominated by the Android framework, (2) Activity components dominated over other types of components and were responsible for most lifecycle callbacks (3) most event handlers dealt with user interactions as opposed to system events, (4) the majority of exercised ICCs did not carry any data payloads, and (5) sensitive data sources and sinks targeted only one/two dominant categories of information or operations. We also discuss the implications of our results for cost-effective program analysis and security defense for Android.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.31,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094436,Android;ICC;dynamic characterization;execution structure;security,Androids;Benchmark testing;Humanoid robots;Instruments;Measurement;Security;Tools,Android (operating system);mobile computing;object-oriented programming;program diagnostics;security of data;smart phones,Android application run-time characteristics;Android framework;activity components;application behaviors;application executions;cost-effective program analysis;event handlers;intent-based intercomponent communication;lifecycle callbacks;lightweight method-level profiling;method calls;popular Android apps;run-time behaviors;security defense;security issues;sensitive data sources;system events;systematic dynamic characterization;user interactions,,1,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Revisiting Turnover-Induced Knowledge Loss in Software Projects,M. Nassif; M. P. Robillard,"Sch. of Comput. Sci., McGill Univ., Montreal, QC, Canada",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,261,272,"In large software projects, tacit knowledge of the system is threatened by developer turnover. When a developer leaves the project, their knowledge may be lost if the other developers do not understand the design decisions made by the leaving developer. Understanding the source code written by leaving developers thus becomes a burden for their successors. In a previous paper, Rigby et al. reported on a case study of turnover-induced knowledge loss in two large projects, Chromium and a project at Avaya, using risk evaluation methods usually applied to financial systems. They found that the two projects were susceptible to large knowledge losses that are more than three times the average loss. We report on a replication of their study on the Chromium project, as well as seven other large and medium-sized open source projects. We also extended theirwork by studying two variations of the knowledge loss metric, as well as the location and persistence of abandoned files. We found that all projects had a similar knowledge loss probability distribution, but extreme knowledge loss can be more severe than those originally discovered in Chromium and the project at Avaya. We also found that, in the systems under study, abandoned files often remained in the system for long periods.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.64,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094427,Developer Turnover;Knowledge Distribution;Mining Software Repository;Quantitative Risk Management;Replication study,Adaptation models;Chromium;History;Loss measurement;Probability distribution;Software,knowledge management;project management;public domain software;risk analysis;software management;statistical distributions,Avaya project;Chromium project;knowledge loss metric;knowledge loss probability distribution;open source projects;risk evaluation methods;software projects;tacit knowledge;turnover-induced knowledge loss,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
The Co-evolution of Test Maintenance and Code Maintenance through the Lens of Fine-Grained Semantic Changes,S. Levin; A. Yehudai,"Blavatnik Sch. of Comput. Sci., Tel Aviv Univ., Tel-Aviv, Israel",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,35,46,"Automatic testing is a widely adopted technique for improving software quality. Software developers add, remove and update test methods and test classes as part of the software development process as well as during the evolution phase, following the initial release. In this work we conduct a large scale study of 61 popular open source projects and report the relationships we have established between test maintenance, production code maintenance, and semantic changes (e.g, statement added, method removed, etc.). performed in developers' commits.We build predictive models, and show that the number of tests in a software project can be well predicted by employing code maintenance profiles (i.e., how many commits were performed in each of the maintenance activities: corrective, perfective, adaptive). Our findings also reveal that more often than not, developers perform code fixes without performing complementary test maintenance in the same commit (e.g., update an existing test or add a new one). When developers do perform test maintenance, it is likely to be affected by the semantic changes they perform as part of their commit.Our work is based on studying 61 popular open source projects, comprised of over 240,000 commits consisting of over 16,000,000 semantic change type instances, performed by over 4,000 software engineers.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.9,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094407,Human Factors;Mining Software Repositories;Predictive Models;Software Maintenance;Software Testing;Software metrics,Java;Maintenance engineering;Predictive models;Production;Semantics;Software;Tools,program testing;software development management;software maintenance;software quality,automatic testing;change type instances;code maintenance profiles;open source projects;production code maintenance;software developers;software development process;software engineers;software project;software quality;test maintenance,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Software Practitioner Perspectives on Merge Conflicts and Resolutions,S. McKee; N. Nelson; A. Sarma; D. Dig,"Oregon State Univ., Corvallis, OR, USA",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,467,478,"Merge conflicts occur when software practitioners need to work in parallel and are inevitable in software development. Tool builders and researchers have focused on the prevention and resolution of merge conflicts, but there is little empirical knowledge about how practitioners actually approach and perform merge conflict resolution. Without such knowledge, tool builders might be building on wrong assumptions and researchers might miss opportunities for improving the state of the art.We conducted semi-structured interviews of 10 software practitioners across 7 organizations, including both open-source and commercial projects. We identify the key concepts and perceptions from practitioners, which we then validated via a survey of 162 additional practitioners.We find that practitioners are directly impacted by their perception of the complexity of the conflicting code, and may alter the timeline in which to resolve these conflicts, as well as the methods employed for conflict resolution based upon that initial perception. Practitioners' perceptions alter the impact of tools and processes that have been designed to preemptively and efficiently resolve merge conflicts. Understanding whether practitioners will react according to standard use cases is important when creating human-oriented tools to support development processes.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.53,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094445,conflict resolution;merge conflicts;perspectives,Complexity theory;Encoding;Face;Interviews;Organizations;Software;Tools,configuration management;organisational aspects;software maintenance,commercial projects;conflict resolution;conflicting code;human-oriented tools;merge conflicts;open-source projects;software development;software practitioner perspectives,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Heterogeneous Defect Prediction Through Multiple Kernel Learning and Ensemble Learning,Z. Li; X. Y. Jing; X. Zhu; H. Zhang,"State Key Lab. of Software Eng., Wuhan Univ., Wuhan, China",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,91,102,"Heterogeneous defect prediction (HDP) aims to predict defect-prone software modules in one project using heterogeneous data collected from other projects. Recently, several HDP methods have been proposed. However, these methods do not sufficiently incorporate the two characteristics of the defect prediction data: (1) data could be linearly inseparable, and (2) data could be highly imbalanced. These two data characteristics make it challenging to build an effective HDP model. In this paper, we propose a novel Ensemble Multiple Kernel Correlation Alignment (EMKCA) based approach to HDP, which takes into consideration the two characteristics of the defect prediction data. Specifically, we first map the source and target project data into high dimensional kernel space through multiple kernel leaning, where the defective and non-defective modules can be better separated. Then, we design a kernel correlation alignment method to make the data distribution of the source and target projects similar in the kernel space. Finally, we integrate multiple kernel classifiers with ensemble learning to relieve the influence caused by class imbalance problem, which can improve the accuracy of the defect prediction model. Consequently, EMKCA owns the advantages of both multiple kernel learning and ensemble learning. Extensive experiments on 30 public projects show that EMKCA outperforms the related competing methods.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.19,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094412,class imbalance;ensemble learning;heterogeneous defect prediction;kernel correlation alignment;linearly inseparable;multiple kernel learning,Correlation;Data models;Kernel;Measurement;Predictive models,learning (artificial intelligence);pattern classification;software quality,HDP methods;HDP model;data characteristics;data distribution;defect prediction data;defect-prone software modules;ensemble multiple kernel correlation alignment based approach;heterogeneous data;heterogeneous defect prediction;high dimensional kernel space;kernel correlation alignment method;multiple kernel classifiers;multiple kernel learning;target project data;target projects,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Towards Activity-Aware Tool Support for Change Tasks,K. Kevic; T. Fritz,"Dept. of Inf., Univ. of Zurich, Zurich, Switzerland",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,171,182,"To complete a change task, software developers perform a number of activities, such as locating and editing the relevant code. While there is a variety of approaches to support developers for change tasks, these approaches mainly focus on a single activity each. Given the wide variety of activities during a change task, a developer has to keep track of and switch between the different approaches. By knowing more about a developer's activities and in particular by knowing when she is working on which activity, we would be able to provide better and more tailored tool support, thereby reducing developer effort.In our research we investigate the characteristics of these activities, whether they can be identified, and whether we can use this additional information to improve developer support for change tasks. We conducted two exploratory studies with a total of 21 software developers collecting data on activities in the lab and field. An empirical analysis of the data shows, amongst other results, that activities comprise a consistently small amount of code elements across all developers and tasks (approx. 8.7 elements). Further analysis of the data shows, that we can automatically detect the boundaries and types of activities, and that the information on activity types can be used to improve the identification of relevant code elements.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.48,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094419,activities;change task;interaction,Computer bugs;Distance measurement;Navigation;Software;Switches;Tools,data analysis;software tools,activity-aware tool support;change tasks;data analysis;software developers,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Learning to Predict Severity of Software Vulnerability Using Only Vulnerability Description,Z. Han; X. Li; Z. Xing; H. Liu; Z. Feng,"Tianjin Key Lab. of Adv. Networking, Tianjin Univ., Tianjin, China",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,125,136,"Software vulnerabilities pose significant security risks to the host computing system. Faced with continuous disclosure of software vulnerabilities, system administrators must prioritize their efforts, triaging the most critical vulnerabilities to address first. Many vulnerability scoring systems have been proposed, but they all require expert knowledge to determine intricate vulnerability metrics. In this paper, we propose a deep learning approach to predict multi-class severity level of software vulnerability using only vulnerability description. Compared with intricate vulnerability metrics, vulnerability description is the ""surface level"" information about how a vulnerability works. To exploit vulnerability description for predicting vulnerability severity, discriminative features of vulnerability description have to be defined. This is a challenging task due to the diversity of software vulnerabilities and the richness of vulnerability descriptions. Instead of relying on manual feature engineering, our approach uses word embeddings and a one-layer shallow Convolutional Neural Network (CNN) to automatically capture discriminative word and sentence features of vulnerability descriptions for predicting vulnerability severity. We exploit large amounts of vulnerability data from the Common Vulnerabilities and Exposures (CVE) database to train and test our approach.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.52,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094415,deep learning;mining software repositories;multi-class classification;vulnerability severity prediction,Databases;Feature extraction;Measurement;Security;Software;Vocabulary,learning (artificial intelligence);neural nets;risk management;security of data,CNN;convolutional neural network;deep learning approach;intricate vulnerability metrics;security risks;software vulnerability severity prediction;vulnerability description,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
On the Optimal Order of Reading Source Code Changes for Review,T. Baum; K. Schneider; A. Bacchelli,"FG Software Eng., Leibniz Univ. Hannover, Hannover, Germany",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,329,340,"Change-based code review, e.g., in the form of pull requests, is the dominant style of code review in practice. An important option to improve review's efficiency is cognitive support for the reviewer. Nevertheless, review tools present the change parts under review sorted in alphabetical order of file path, thus leaving the effort of understanding the construction, connections, and logic of the changes on the reviewer. This leads to the question: How should a code review tool order the parts of a code change to best support the reviewer? We answer this question with a middle-range theory, which we generated inductively in a mixed methods study, based on interviews, an online survey, and existing findings from related areas. Our results indicate that an optimal order is mainly an optimal grouping of the change parts by relatedness. We present our findings as a collection of principles and formalize them as a partial order relation among review orders.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.28,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094433,Change-based code review;Cognitive support review tools;Modern code review;Program comprehension;Pull-based development,Industries;Interviews;Navigation;Software;Software engineering;Tools,program diagnostics;public domain software;software quality;source code (software),alphabetical order;change parts;change-based code review;code review tool;middle-range theory;optimal grouping;optimal order;partial order relation;review efficiency;review orders;review tools;reviewer;source code change reading,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,11
Bug Propagation through Code Cloning: An Empirical Study,M. Mondal; C. K. Roy; K. A. Schneider,"Dept. of Comput. Sci., Univ. of Saskatchewan, Saskatoon, SK, Canada",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,227,237,"Code clones are defined to be the identical or nearly similar code fragments in a code-base. According to a number of existing studies, code clones are directly related to bugs and inconsistencies in software systems. Code cloning (i.e., creating code clones) is suspected to propagate temporarily hidden bugs from one code fragment to another. However, there is no study on the intensity of bug-propagation through code cloning.In this paper we present our empirical study on bug-propagation through code cloning. We define two clone evolution patterns that reasonably indicate bug propagation through code cloning. We first identify code clones that experienced bug-fix changes by analyzing software evolution history, and then determine which of these code clones evolved following the bug propagation patterns. According to our study on thousands of commits of four open-source subject systems written in Java, up to 33% of the clone fragments that experience bug-fix changes can contain propagated bugs. Around 28.57% of the bug-fixes experienced by the code clones can occur for fixing propagated bugs. We also find that near-miss clones are primarily involved with bug-propagation rather than identical clones. The clone fragments involved with bug propagation are mostly method clones. Bug propagation is more likely to occur in the clone fragments that are created in the same commit operation rather than in different commits. Our findings are important for prioritizing code clones for refactoring and tracking from the perspective of bug propagation.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.33,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094424,Bug Propagation;Clone Prioritization;Code Clones,Cloning;Computer bugs;History;Java;Software systems;Tools,Java;program debugging;public domain software;software maintenance;source code (software),Java;bug propagation;bug-fix changes;code cloning;open-source subject systems;software evolution;software systems,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,10
Recommending when Design Technical Debt Should be Self-Admitted,F. Zampetti; C. Noiseux; G. Antoniol; F. Khomh; M. D. Penta,"Dept. of Eng., Univ. of Sannio, Benevento, Italy",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,216,226,"Previous research has shown how developers ""selfadmit"" technical debt introduced in the source code, commenting why such code represents a workaround or a temporary, incomplete solution. This paper investigates the extent to which previously self-admitted technical debt can be used to provide recommendations to developers when they write new source code, suggesting them when to ""self-admit"" design technical debt, or possibly when to improve the code being written. To achieve this goal, we have developed a machine learning approach named TEDIOUS (TEchnical Debt IdentificatiOn System), which leverages various kinds of method-level features as independent variables, including source code structural metrics, readability metrics and, last but not least, warnings raised by static analysis tools. We assessed TEDIOUS on data from nine open source projects for which there are available tagged self-admitted technical debt instances, also comparing the performances of different machine learners. Results of the study indicate that TEDIOUS achieves, when recommending self-admitted technical debts within a single project, an average precision of about 50% and a recall of 52%. When predicting cross-projects, TEDIOUS improves, achieving an average precision of 67% and a recall of 55%. Last, but not least, we noticed how TEDIOUS leverages readability, size and complexity metrics, as well as some warnings raised by static analysis tools.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094423,Recommender Systems;Self-Admitted Technical Debt;Static Analysis Tools,Complexity theory;Feature extraction;Measurement;Readability metrics;Static analysis;Tools;Training,learning (artificial intelligence);program diagnostics;project management;public domain software;software development management;software maintenance;software metrics;software quality;source code (software),TEDIOUS;TEchnical Debt IdentificatiOn System;complexity metrics;design technical debt;machine learning approach;open source projects;readability metrics;source code structural metrics;source code writing;static analysis tools,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,10
Composite Software Diversification,S. Wang; P. Wang; D. Wu,"Coll. of Inf. Sci. & Technol., Pennsylvania State Univ., University Park, PA, USA",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,284,294,"Many techniques of software vulnerability exploitation rely on deep and comprehensive analysis of vulnerable program binaries. If a copy of the vulnerable software is available to attackers, they can compose their attack scripts and payloads by studying the sample copy and launch attacks on other copies of the same software in deployment. By transforming software into different forms before deployment, software diversification is considered as an effective mitigation of attacks originated from malicious binary analyses.Essentially, developing a software diversification transformation is nontrivial because it has to preserve the original functionality, provide strong enough unpredictability, and introduce negligible cost. Enlightened by research in other areas, we seek to apply different diversification transformations to the same program for a synergy effect such that the resulting hybrid transformations can have boosted diversification effects with modest cost. We name this approach the composite software diversification.Although the concept is straightforward, it becomes challenging when searching for satisfactory compositions of primitive transformations that maximize the synergy effect and make a balance between effectiveness and cost. In this work, we undertake an in-depth study and develop a reasonably well working selection strategy to find a transformation composition that performs better than any single transformation used in the composition. We believe our work can provide guidelines for practitioners who would like to improve the design of diversification tools in the future.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.61,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094429,binary instrumentation;reverse engineering;software diversification,Binary codes;Knowledge engineering;Reverse engineering;Semantics;Software;Software algorithms;Tools,program compilers;program diagnostics;security of data;software reliability,composite software diversification;deep analysis;diversification effects;diversification tools;hybrid transformations;primitive transformations;sample copy;single transformation;software diversification transformation;software vulnerability exploitation;synergy effect;transformation composition;vulnerable program binaries;vulnerable software,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,10
Is it Safe to Uplift this Patch?: An Empirical Study on Mozilla Firefox,M. Castelluccio; L. An; F. Khomh,"DIETI, Univ. Federico II, Napoli, Italy",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,411,421,"In rapid release development processes, patches that fix critical issues, or implement high-value features are often promoted directly from the development channel to a stabilization channel, potentially skipping one or more stabilization channels. This practice is called patch uplift. Patch uplift is risky, because patches that are rushed through the stabilization phase can end up introducing regressions in the code. This paper examines patch uplift operations at Mozilla, with the aim to identify the characteristics of uplifted patches that introduce regressions. Through statistical and manual analyses, we quantitatively and qualitatively investigate the reasons behind patch uplift decisions and the characteristics of uplifted patches that introduced regressions. Additionally, we interviewed three Mozilla release managers to understand organizational factors that affect patch uplift decisions and outcomes. Results show that most patches are uplifted because of a wrong functionality or a crash. Uplifted patches that lead to faults tend to have larger patch size, and most of the faults are due to semantic or memory errors in the patches. Also, release managers are more inclined to accept patch uplift requests that concern certain specific components, and- or that are submitted by certain specific developers.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.82,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094440,Mining software repositories;Patch uplift;Release engineering;Urgent update,Computer bugs;Fault diagnosis;Ion radiation effects;Magnetosphere;Manuals;Measurement,Internet;data mining;program debugging;program testing;public domain software;regression analysis;software development management,Mozilla Firefox;patch uplift;regressions;release engineering;software repositories mining;stabilization channel;statistical analyses,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,10
How Long and How Much: What to Expect from Summer of Code Participants?,J. D. O. Silva; I. S. Wiese; D. M. German; I. F. Steinmacher; M. A. Gerosa,"Pontifical Univ. of Sao Paulo, Sao Paulo, Brazil",2017 IEEE International Conference on Software Maintenance and Evolution (ICSME),20171107,2017,,,69,79,"Open Source Software (OSS) communities depend on continu-ally recruiting new contributors. Some communities promote initiatives such as Summers of Code to foster contribution, but little is known about how successful these initiatives are. As a case study, we chose Google Summer of Code (GSoC), which is a three-month internship promoting software development by students in several OSS projects. We quantitatively inves-tigated different aspects of students' contribution, including number of commits, code churn, and contribution date inter-vals. We found that 82% of the studied OSS projects merged at least one commit in codebase. When only newcomers are considered, ~54% of OSS projects merged at least one com-mit. We also found that ~23% of newcomers contributed to GSoC projects before knowing they would be accepted. Addi-tionally, we found that the amount of commits and code of students with experience in the GSoC projects are strongly correlated with how much code they produced and how long they remained during and after GSoC. OSS communities can take advantage of our results to balance the trade-offs in-volved in entering CCEs, to set the communities' expectations about how much contribution they can expect to achieve, and for how long students will probably engage.",,Electronic:978-1-5386-0992-7; POD:978-1-5386-0993-4,10.1109/ICSME.2017.81,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8094410,Community Code Engagement;Google Summer of Code;Mining Software Repositories;Newcomers;Open Source Software;Sustainability,Google;Interviews;Open source software;Organizations;Proposals;Sustainable development,public domain software;software engineering;source code (software),GSoC projects;Google Summer of Code;OSS communities;OSS projects;Open Source Software communities;code churn;code participants;com-mit;software development,,,,,,,,17-22 Sept. 2017,,IEEE,IEEE Conferences,,10
